CustomerID,CustomerName,Region,Channel,CustomerSegment,OnboardDate,CreditLimitGBP,PaymentTermsDays,SalesRepCode
2535,Fictional Outlet 02535,East,Wholesale,Small,2022-12-20,25000,45,REP056
2536,Fictional Outlet 02536,West,Wholesale,Large,2022-12-21,5000,60,REP057
2537,Fictional Outlet 02537,North,Traditional Trade,Small,2023-10-09,25000,60,REP058
2538,Fictional Outlet 02538,South,Traditional Trade,Large,2023-03-26,50000,60,REP059
2539,Fictional Outlet 02539,East,Traditional Trade,Small,2023-04-09,50000,30,REP060
2540,Fictional Outlet 02540,West,Traditional Trade,Small,2022-08-10,50000,60,REP061
2541,Fictional Outlet 02541,North,Traditional Trade,Large,2022-02-03,10000,45,REP062
2542,Fictional Outlet 02542,South,Traditional Trade,Large,2023-03-14,25000,30,REP063
2543,Fictional Outlet 02543,East,Traditional Trade,Medium,2023-03-10,5000,45,REP064
2544,Fictional Outlet 02544,West,Traditional Trade,Large,2022-01-20,5000,45,REP065
2545,Fictional Outlet 02545,North,Traditional Trade,Medium,2022-02-03,50000,30,REP066
2546,Fictional Outlet 02546,South,Wholesale,Small,2022-03-23,5000,45,REP067
2547,Fictional Outlet 02547,East,Modern Trade,Large,2023-03-16,5000,15,REP068
2548,Fictional Outlet 02548,West,Traditional Trade,Large,2022-02-04,25000,30,REP069
2549,Fictional Outlet 02549,North,Modern Trade,Large,2022-12-29,10000,15,REP070
2550,Fictional Outlet 02550,South,Traditional Trade,Large,2022-06-24,5000,30,REP071
2551,Fictional Outlet 02551,East,Wholesale,Small,2023-12-30,50000,45,REP072
2552,Fictional Outlet 02552,West,Modern Trade,Medium,2022-08-31,50000,60,REP073
2553,Fictional Outlet 02553,North,Traditional Trade,Medium,2022-07-18,25000,45,REP074
2554,Fictional Outlet 02554,South,Ecommerce,Medium,2022-04-02,25000,45,REP075
2555,Fictional Outlet 02555,East,Traditional Trade,Medium,2023-02-02,5000,45,REP076
2556,Fictional Outlet 02556,West,Traditional Trade,Large,2022-04-11,10000,60,REP077
2557,Fictional Outlet 02557,North,Traditional Trade,Large,2023-03-27,25000,30,REP078
2558,Fictional Outlet 02558,South,Modern Trade,Large,2022-08-06,25000,15,REP079
2559,Fictional Outlet 02559,East,Wholesale,Medium,2023-04-05,10000,15,REP080
2560,Fictional Outlet 02560,West,Wholesale,Large,2023-04-23,50000,45,REP001
2561,Fictional Outlet 02561,North,Traditional Trade,Large,2023-06-18,5000,60,REP002
2562,Fictional Outlet 02562,South,Traditional Trade,Small,2023-06-09,25000,60,REP003
2563,Fictional Outlet 02563,East,Traditional Trade,Large,2023-10-27,50000,45,REP004
2564,Fictional Outlet 02564,West,Modern Trade,Small,2022-02-03,25000,60,REP005
2565,Fictional Outlet 02565,North,Modern Trade,Medium,2023-09-23,10000,15,REP006
2566,Fictional Outlet 02566,South,Traditional Trade,Small,2023-11-18,10000,30,REP007
2567,Fictional Outlet 02567,East,Traditional Trade,Small,2023-11-17,25000,30,REP008
2568,Fictional Outlet 02568,West,Traditional Trade,Large,2022-12-05,50000,60,REP009
2569,Fictional Outlet 02569,North,Traditional Trade,Medium,2023-04-29,5000,60,REP010
2570,Fictional Outlet 02570,South,Traditional Trade,Medium,2022-06-01,5000,45,REP011
2571,Fictional Outlet 02571,East,Traditional Trade,Small,2023-11-13,10000,30,REP012
2572,Fictional Outlet 02572,West,Modern Trade,Large,2022-01-30,5000,60,REP013
2573,Fictional Outlet 02573,North,Modern Trade,Small,2022-12-30,50000,45,REP014
2574,Fictional Outlet 02574,South,Traditional Trade,Large,2023-01-28,10000,30,REP015
2575,Fictional Outlet 02575,East,Traditional Trade,Large,2023-10-16,5000,60,REP016
2576,Fictional Outlet 02576,West,Traditional Trade,Medium,2023-04-13,50000,30,REP017
2577,Fictional Outlet 02577,North,Modern Trade,Medium,2023-02-14,5000,15,REP018
2578,Fictional Outlet 02578,South,Traditional Trade,Small,2022-10-13,50000,30,REP019
2579,Fictional Outlet 02579,East,Wholesale,Medium,2023-09-11,25000,30,REP020
2580,Fictional Outlet 02580,West,Ecommerce,Large,2023-09-04,5000,45,REP021
2581,Fictional Outlet 02581,North,Traditional Trade,Large,2023-10-16,5000,60,REP022
2582,Fictional Outlet 02582,South,Traditional Trade,Large,2023-04-29,5000,60,REP023
2583,Fictional Outlet 02583,East,Traditional Trade,Medium,2023-02-03,25000,60,REP024
2584,Fictional Outlet 02584,West,Modern Trade,Small,2023-09-07,5000,60,REP025
2585,Fictional Outlet 02585,North,Traditional Trade,Large,2023-12-01,10000,60,REP026
2586,Fictional Outlet 02586,South,Traditional Trade,Small,2022-08-30,10000,30,REP027
2587,Fictional Outlet 02587,East,Traditional Trade,Small,2022-03-26,50000,30,REP028
2588,Fictional Outlet 02588,West,Traditional Trade,Medium,2023-01-13,10000,60,REP029
2589,Fictional Outlet 02589,North,Traditional Trade,Large,2023-08-15,5000,15,REP030
2590,Fictional Outlet 02590,South,Traditional Trade,Medium,2023-01-17,5000,30,REP031
2591,Fictional Outlet 02591,East,Traditional Trade,Large,2023-03-16,5000,30,REP032
2592,Fictional Outlet 02592,West,Traditional Trade,Small,2022-04-29,25000,60,REP033
2593,Fictional Outlet 02593,North,Traditional Trade,Small,2023-07-17,10000,45,REP034
2594,Fictional Outlet 02594,South,Traditional Trade,Small,2022-12-30,50000,15,REP035
2595,Fictional Outlet 02595,East,Modern Trade,Medium,2023-08-16,5000,15,REP036
2596,Fictional Outlet 02596,West,Modern Trade,Medium,2022-11-16,25000,30,REP037
2597,Fictional Outlet 02597,North,Traditional Trade,Large,2022-06-01,10000,15,REP038
2598,Fictional Outlet 02598,South,Modern Trade,Large,2023-06-13,10000,15,REP039
2599,Fictional Outlet 02599,East,Traditional Trade,Medium,2022-09-02,50000,60,
2600,Fictional Outlet 02600,West,Modern Trade,Medium,2022-02-05,10000,30,REP041
2601,Fictional Outlet 02601,North,Wholesale,Medium,2022-03-30,5000,45,REP042
2602,Fictional Outlet 02602,South,Ecommerce,Small,2022-06-19,25000,30,REP043
2603,Fictional Outlet 02603,East,Modern Trade,Small,2023-10-31,10000,15,REP044
2604,Fictional Outlet 02604,West,Traditional Trade,Small,2022-05-30,5000,15,REP045
2605,Fictional Outlet 02605,North,Traditional Trade,Large,2023-10-02,10000,15,REP046
2606,Fictional Outlet 02606,South,Traditional Trade,Small,2022-12-23,10000,45,REP047
2607,Fictional Outlet 02607,East,Traditional Trade,Medium,2022-02-07,5000,45,REP048
2608,Fictional Outlet 02608,West,Traditional Trade,Large,2023-01-24,25000,30,REP049
2609,Fictional Outlet 02609,North,Wholesale,Medium,2022-09-28,5000,30,REP050
2610,Fictional Outlet 02610,South,Wholesale,Medium,2022-01-23,5000,45,REP051
2611,Fictional Outlet 02611,East,Traditional Trade,Small,2022-03-16,50000,15,REP052
2612,Fictional Outlet 02612,West,Modern Trade,Small,2023-09-03,25000,60,REP053
2613,Fictional Outlet 02613,North,Traditional Trade,Large,2022-12-02,25000,30,REP054
2614,Fictional Outlet 02614,South,Traditional Trade,Large,2022-05-24,5000,45,REP055
2615,Fictional Outlet 02615,East,Traditional Trade,Large,2022-05-09,25000,30,REP056
2616,Fictional Outlet 02616,West,Traditional Trade,Medium,2022-09-11,10000,15,REP057
2617,Fictional Outlet 02617,North,Modern Trade,Small,2023-08-09,25000,60,REP058
2618,Fictional Outlet 02618,South,Traditional Trade,Small,2023-07-28,50000,60,REP059
2619,Fictional Outlet 02619,East, TRADITIONAL TRADE ,Large,2023-10-13,25000,30,REP060
2620,Fictional Outlet 02620,West,Traditional Trade,Medium,2022-05-18,25000,45,REP061
2621,Fictional Outlet 02621,North,Traditional Trade,Small,2022-03-13,5000,30,REP062
2622,Fictional Outlet 02622,South,Traditional Trade,Medium,2022-06-26,10000,30,REP063
2623,Fictional Outlet 02623,East,Modern Trade,Large,2022-12-15,25000,15,REP064
2624,Fictional Outlet 02624,West,Modern Trade,Medium,2022-03-05,25000,45,REP065
2625,Fictional Outlet 02625,North,Traditional Trade,Small,2023-02-12,10000,60,REP066
2626,Fictional Outlet 02626,South,Wholesale,Small,2022-10-19,5000,15,REP067
2627,Fictional Outlet 02627,East,Traditional Trade,Medium,2023-02-06,50000,30,REP068
2628,Fictional Outlet 02628,West,Traditional Trade,Medium,2023-12-04,10000,60,REP069
2629,Fictional Outlet 02629,North,Wholesale,Medium,2022-10-27,25000,30,REP070
2630,Fictional Outlet 02630,South,Traditional Trade,Small,2023-05-04,50000,60,REP071
2631,Fictional Outlet 02631,East,Ecommerce,Medium,2022-09-25,25000,15,REP072
2632,Fictional Outlet 02632,West,Wholesale,Large,2023-09-15,10000,30,REP073
2633,Fictional Outlet 02633,North,Modern Trade,Small,2022-01-01,50000,15,REP074
2634,Fictional Outlet 02634,South,Traditional Trade,Large,2023-12-26,5000,45,REP075
2635,Fictional Outlet 02635,East,Traditional Trade,Medium,2023-11-05,50000,60,REP076
2636,Fictional Outlet 02636,West,Traditional Trade,Medium,2023-01-12,50000,15,REP077
2637,Fictional Outlet 02637,North,Traditional Trade,Small,2023-12-27,25000,15,REP078
2638,Fictional Outlet 02638,South,Modern Trade,Large,2023-05-24,5000,60,REP079
2639,Fictional Outlet 02639,East,Traditional Trade,Medium,2022-10-25,5000,30,REP080
2640,Fictional Outlet 02640,West,Modern Trade,Large,2022-08-19,25000,15,REP001
2641,Fictional Outlet 02641,North,Traditional Trade,Medium,2022-12-05,5000,60,REP002
2642,Fictional Outlet 02642,South,Traditional Trade,Large,2023-09-21,5000,60,REP003
2643,Fictional Outlet 02643,East,Wholesale,Small,2023-05-02,25000,45,REP004
2644,Fictional Outlet 02644,West,Wholesale,Medium,2023-02-24,50000,30,REP005
2645,Fictional Outlet 02645,North,Traditional Trade,Medium,2022-04-29,50000,30,REP006
2646,Fictional Outlet 02646,South,Modern Trade,Medium,2023-11-27,50000,30,REP007
2647,Fictional Outlet 02647,East,Traditional Trade,Large,2022-08-01,50000,60,REP008
2648,Fictional Outlet 02648,West,Traditional Trade,Medium,2023-08-16,10000,45,REP009
2649,Fictional Outlet 02649,North,Traditional Trade,Large,2023-07-11,25000,15,REP010
2650,Fictional Outlet 02650,South,Traditional Trade,Large,2022-12-05,10000,15,REP011
2651,Fictional Outlet 02651,East,Traditional Trade,Small,2023-12-02,5000,60,REP012
2652,Fictional Outlet 02652,West,Modern Trade,Large,2023-03-14,5000,60,REP013
2653,Fictional Outlet 02653,North,Ecommerce,Medium,2023-11-16,10000,30,REP014
2654,Fictional Outlet 02654,South,Traditional Trade,Large,2022-11-30,25000,60,REP015
2655,Fictional Outlet 02655,East,Traditional Trade,Medium,2022-09-02,25000,15,REP016
2656,Fictional Outlet 02656,West,Traditional Trade,Large,2022-10-29,50000,15,REP017
2657,Fictional Outlet 02657,North,Traditional Trade,Large,2022-12-30,10000,60,REP018
2658,Fictional Outlet 02658,South,Traditional Trade,Small,2022-05-21,5000,45,REP019
2659,Fictional Outlet 02659,East,Wholesale,Large,2023-08-14,10000,30,REP020
2660,Fictional Outlet 02660,West,Modern Trade,Large,2022-03-09,5000,45,REP021
2661,Fictional Outlet 02661,North,Wholesale,Large,2022-03-21,25000,60,REP022
2662,Fictional Outlet 02662,South,Traditional Trade,Small,2023-05-13,25000,45,REP023
2663,Fictional Outlet 02663,East,Modern Trade,Large,2023-07-02,50000,45,REP024
2664,Fictional Outlet 02664,West,Traditional Trade,Medium,2023-09-29,10000,45,REP025
2665,Fictional Outlet 02665,North,Wholesale,Large,2023-10-31,25000,60,REP026
2666,Fictional Outlet 02666,South,Wholesale,Large,2023-07-13,25000,30,REP027
2667,Fictional Outlet 02667,East,Traditional Trade,Large,2023-08-28,50000,60,REP028
2668,Fictional Outlet 02668,West,Wholesale,Large,2022-01-09,25000,15,REP029
2669,Fictional Outlet 02669,North,Wholesale,Small,2023-08-27,50000,45,REP030
2670,Fictional Outlet 02670,South,Traditional Trade,Small,2022-11-08,50000,30,REP031
2671,Fictional Outlet 02671,East,Modern Trade,Medium,2023-05-19,10000,30,REP032
2672,Fictional Outlet 02672,West,Traditional Trade,Large,2022-06-21,25000,15,REP033
2673,Fictional Outlet 02673,North,Ecommerce,Medium,2022-09-13,50000,60,REP034
2674,Fictional Outlet 02674,South,Modern Trade,Large,2023-10-06,5000,15,REP035
2675,Fictional Outlet 02675,East,Traditional Trade,Large,2022-03-05,10000,45,REP036
2676,Fictional Outlet 02676,West,Ecommerce,Large,2023-12-14,5000,30,REP037
2677,Fictional Outlet 02677,North,Modern Trade,Large,2022-07-28,50000,45,REP038
2678,Fictional Outlet 02678,South,Wholesale,Small,2022-07-03,25000,45,REP039
2679,Fictional Outlet 02679,East,Traditional Trade,Large,2023-09-16,5000,45,REP040
2680,Fictional Outlet 02680,West,Ecommerce,Medium,2023-09-25,25000,60,REP041
2681,Fictional Outlet 02681,North,Wholesale,Medium,2023-12-14,50000,60,REP042
2682,Fictional Outlet 02682,South,Wholesale,Small,2022-06-21,10000,15,REP043
2683,Fictional Outlet 02683,East,Traditional Trade,Medium,2023-11-22,10000,15,REP044
2684,Fictional Outlet 02684,West,Ecommerce,Medium,2023-04-19,10000,45,REP045
2685,Fictional Outlet 02685,North,Traditional Trade,Large,2022-10-04,50000,30,REP046
2686,Fictional Outlet 02686,South,Ecommerce,Large,2022-07-24,5000,15,REP047
2687,Fictional Outlet 02687,East,Traditional Trade,Small,2023-08-20,25000,15,REP048
2688,Fictional Outlet 02688,West,Modern Trade,Medium,2022-04-29,10000,60,REP049
2689,Fictional Outlet 02689,North,Traditional Trade,Small,2022-01-12,25000,30,REP050
2690,Fictional Outlet 02690,South,Traditional Trade,Small,2022-04-10,50000,30,REP051
2691,Fictional Outlet 02691,East,Wholesale,Small,2022-05-19,25000,60,REP052
2692,Fictional Outlet 02692,West,Modern Trade,Small,2022-11-26,10000,15,REP053
2693,Fictional Outlet 02693,North,Traditional Trade,Large,2023-07-16,50000,15,REP054
2694,Fictional Outlet 02694,South,Traditional Trade,Large,2022-02-27,10000,15,REP055
2695,Fictional Outlet 02695,East,Traditional Trade,Medium,2023-07-19,5000,30,REP056
2696,Fictional Outlet 02696,West,Wholesale,Small,2022-04-05,10000,45,REP057
2697,Fictional Outlet 02697,North,Modern Trade,Medium,2023-07-06,5000,15,REP058
2698,Fictional Outlet 02698,South,Wholesale,Medium,2023-05-31,50000,15,REP059
2699,Fictional Outlet 02699,East,Traditional Trade,Large,2023-07-26,50000,15,REP060
2700,Fictional Outlet 02700,West,Traditional Trade,Small,2022-01-23,5000,15,REP061
2701,Fictional Outlet 02701,North,Traditional Trade,Large,2022-12-19,25000,45,REP062
2702,Fictional Outlet 02702,South,Traditional Trade,Medium,2022-08-14,5000,30,REP063
2703,Fictional Outlet 02703,East,Traditional Trade,Large,2023-11-24,50000,45,REP064
2704,Fictional Outlet 02704,West,Traditional Trade,Large,2023-06-13,5000,60,REP065
2705,Fictional Outlet 02705,North,Traditional Trade,Large,2023-09-18,5000,60,REP066
2706,Fictional Outlet 02706,South,Traditional Trade,Large,2022-05-08,50000,45,REP067
2707,Fictional Outlet 02707,East,Wholesale,Large,2023-12-24,10000,30,REP068
2708,Fictional Outlet 02708,West,Wholesale,Small,2022-07-19,10000,45,REP069
2709,Fictional Outlet 02709,North,Wholesale,Small,2023-03-01,10000,30,REP070
2710,Fictional Outlet 02710,South,Traditional Trade,Small,2022-08-22,50000,60,REP071
2711,Fictional Outlet 02711,East,Traditional Trade,Small,2022-04-23,50000,30,REP072
2712,Fictional Outlet 02712,West,Traditional Trade,Large,2022-01-11,10000,45,
2713,Fictional Outlet 02713,North,Traditional Trade,Large,2023-10-05,50000,30,REP074
2714,Fictional Outlet 02714,South,Wholesale,Large,2022-12-23,10000,60,REP075
2715,Fictional Outlet 02715,East,Traditional Trade,Small,2023-04-18,50000,45,REP076
2716,Fictional Outlet 02716,West, TRADITIONAL TRADE ,Medium,2022-07-16,10000,60,REP077
2717,Fictional Outlet 02717,North,Traditional Trade,Medium,2023-12-26,25000,60,REP078
2718,Fictional Outlet 02718,South,Traditional Trade,Large,2022-01-20,5000,45,REP079
2719,Fictional Outlet 02719,East,Traditional Trade,Large,2023-02-04,5000,60,REP080
2720,Fictional Outlet 02720,West,Modern Trade,Small,2022-11-04,50000,15,REP001
2721,Fictional Outlet 02721,North,Traditional Trade,Medium,2022-05-26,5000,15,REP002
2722,Fictional Outlet 02722,South,Traditional Trade,Small,2023-09-28,25000,15,REP003
2723,Fictional Outlet 02723,East,Modern Trade,Small,2022-06-16,10000,15,REP004
2724,Fictional Outlet 02724,West,Wholesale,Large,2022-12-01,5000,30,REP005
2725,Fictional Outlet 02725,North,Wholesale,Small,2022-03-22,10000,15,REP006
2726,Fictional Outlet 02726,South,Modern Trade,Medium,2023-01-17,50000,60,REP007
2727,Fictional Outlet 02727,East,Traditional Trade,Large,2022-06-07,5000,30,REP008
2728,Fictional Outlet 02728,West,Traditional Trade,Medium,2023-05-12,5000,60,REP009
2729,Fictional Outlet 02729,North,Wholesale,Medium,2022-08-21,50000,60,REP010
2730,Fictional Outlet 02730,South,Traditional Trade,Small,2022-06-12,10000,30,REP011
2731,Fictional Outlet 02731,East,Wholesale,Small,2022-07-29,25000,15,REP012
2732,Fictional Outlet 02732,West,Traditional Trade,Small,2022-07-10,10000,45,REP013
2733,Fictional Outlet 02733,North,Traditional Trade,Small,2022-01-07,25000,60,REP014
2734,Fictional Outlet 02734,South,Modern Trade,Large,2022-11-27,25000,30,REP015
2735,Fictional Outlet 02735,East,Modern Trade,Small,2022-09-03,50000,45,REP016
2736,Fictional Outlet 02736,West,Traditional Trade,Small,2023-04-05,10000,30,REP017
2737,Fictional Outlet 02737,North,Traditional Trade,Medium,2022-04-17,5000,60,REP018
2738,Fictional Outlet 02738,South,Traditional Trade,Medium,2022-02-20,50000,15,REP019
2739,Fictional Outlet 02739,East,Traditional Trade,Small,2023-01-16,5000,60,REP020
2740,Fictional Outlet 02740,West,Traditional Trade,Small,2023-02-08,50000,45,REP021
2741,Fictional Outlet 02741,North,Wholesale,Small,2022-04-03,5000,15,REP022
2742,Fictional Outlet 02742,South,Wholesale,Medium,2022-07-12,5000,30,REP023
2743,Fictional Outlet 02743,East,Traditional Trade,Medium,2023-04-24,10000,60,REP024
2744,Fictional Outlet 02744,West,Traditional Trade,Medium,2023-07-30,5000,15,REP025
2745,Fictional Outlet 02745,North,Traditional Trade,Medium,2022-08-19,5000,45,REP026
2746,Fictional Outlet 02746,South,Traditional Trade,Small,2023-08-31,10000,30,REP027
2747,Fictional Outlet 02747,East,Traditional Trade,Large,2022-07-20,25000,45,REP028
2748,Fictional Outlet 02748,West,Modern Trade,Small,2023-08-24,50000,45,REP029
2749,Fictional Outlet 02749,North,Traditional Trade,Small,2023-12-02,10000,60,REP030
2750,Fictional Outlet 02750,South,Traditional Trade,Medium,2022-11-21,5000,15,REP031
2751,Fictional Outlet 02751,East,Modern Trade,Large,2023-12-03,10000,15,REP032
2752,Fictional Outlet 02752,West,Wholesale,Large,2023-12-04,5000,30,REP033
2753,Fictional Outlet 02753,North,Wholesale,Large,2023-03-26,50000,15,REP034
2754,Fictional Outlet 02754,South,Traditional Trade,Medium,2023-10-29,25000,15,REP035
2755,Fictional Outlet 02755,East,Traditional Trade,Small,2023-12-22,25000,30,REP036
2756,Fictional Outlet 02756,West,Wholesale,Medium,2022-06-19,25000,60,REP037
2757,Fictional Outlet 02757,North,Modern Trade,Medium,2022-06-16,25000,60,REP038
2758,Fictional Outlet 02758,South,Traditional Trade,Large,2022-10-03,10000,30,REP039
2759,Fictional Outlet 02759,East,Traditional Trade,Small,2022-06-13,50000,45,REP040
2760,Fictional Outlet 02760,West,Ecommerce,Small,2023-01-14,50000,45,REP041
2761,Fictional Outlet 02761,North,Traditional Trade,Medium,2023-11-01,5000,60,REP042
2762,Fictional Outlet 02762,South,Wholesale,Large,2023-09-15,10000,30,REP043
2763,Fictional Outlet 02763,East,Traditional Trade,Medium,2022-07-02,25000,30,REP044
2764,Fictional Outlet 02764,West,Modern Trade,Small,2023-06-02,10000,15,REP045
2765,Fictional Outlet 02765,North,Wholesale,Medium,2022-06-07,25000,15,REP046
2766,Fictional Outlet 02766,South,Modern Trade,Small,2022-12-18,25000,45,REP047
2767,Fictional Outlet 02767,East,Traditional Trade,Small,2023-12-13,50000,30,REP048
2768,Fictional Outlet 02768,West,Traditional Trade,Medium,2022-11-11,25000,60,REP049
2769,Fictional Outlet 02769,North,Traditional Trade,Small,2023-12-22,25000,60,REP050
2770,Fictional Outlet 02770,South,Modern Trade,Large,2023-08-25,50000,60,REP051
2771,Fictional Outlet 02771,East,Traditional Trade,Small,2023-11-10,5000,15,REP052
2772,Fictional Outlet 02772,West,Traditional Trade,Large,2022-05-06,10000,45,REP053
2773,Fictional Outlet 02773,North,Wholesale,Small,2022-09-28,10000,15,REP054
2774,Fictional Outlet 02774,South,Modern Trade,Large,2023-03-06,5000,15,REP055
2775,Fictional Outlet 02775,East,Traditional Trade,Small,2022-02-14,10000,45,REP056
2776,Fictional Outlet 02776,West,Traditional Trade,Small,2022-04-08,50000,60,REP057
2777,Fictional Outlet 02777,North,Traditional Trade,Medium,2022-06-10,25000,30,REP058
2778,Fictional Outlet 02778,South,Traditional Trade,Medium,2023-08-11,25000,60,REP059
2779,Fictional Outlet 02779,East,Modern Trade,Small,2023-09-09,5000,30,REP060
2780,Fictional Outlet 02780,West,Modern Trade,Medium,2022-01-22,5000,30,REP061
2781,Fictional Outlet 02781,North,Traditional Trade,Medium,2023-11-02,10000,60,REP062
2782,Fictional Outlet 02782,South,Traditional Trade,Small,2022-12-27,25000,15,REP063
2783,Fictional Outlet 02783,East,Traditional Trade,Large,2023-11-02,25000,15,REP064
2784,Fictional Outlet 02784,West,Traditional Trade,Large,2022-01-05,5000,45,REP065
2785,Fictional Outlet 02785,North,Traditional Trade,Small,2023-02-21,5000,60,REP066
2786,Fictional Outlet 02786,South,Modern Trade,Large,2023-03-29,50000,60,REP067
2787,Fictional Outlet 02787,East,Modern Trade,Small,2023-03-29,10000,30,REP068
2788,Fictional Outlet 02788,West,Modern Trade,Medium,2023-11-18,5000,60,REP069
2789,Fictional Outlet 02789,North,Wholesale,Medium,2022-08-23,50000,30,REP070
2790,Fictional Outlet 02790,South,Traditional Trade,Medium,2023-08-31,10000,15,REP071
2791,Fictional Outlet 02791,East,Modern Trade,Large,2023-04-25,50000,30,REP072
2792,Fictional Outlet 02792,West,Modern Trade,Medium,2023-12-20,5000,30,REP073
2793,Fictional Outlet 02793,North,Modern Trade,Medium,2023-07-28,50000,45,REP074
2794,Fictional Outlet 02794,South,Wholesale,Large,2022-12-21,10000,60,REP075
2795,Fictional Outlet 02795,East,Ecommerce,Medium,2022-02-02,5000,60,REP076
2796,Fictional Outlet 02796,West,Modern Trade,Medium,2023-07-27,25000,15,REP077
2797,Fictional Outlet 02797,North,Traditional Trade,Medium,2023-03-04,5000,30,REP078
2798,Fictional Outlet 02798,South,Ecommerce,Large,2023-10-18,50000,15,REP079
2799,Fictional Outlet 02799,East,Traditional Trade,Large,2022-03-27,50000,30,REP080
2800,Fictional Outlet 02800,West,Traditional Trade,Medium,2023-12-21,10000,45,REP001
2801,Fictional Outlet 02801,North,Traditional Trade,Small,2022-08-10,50000,15,REP002
2802,Fictional Outlet 02802,South,Traditional Trade,Small,2022-03-12,25000,15,REP003
2803,Fictional Outlet 02803,East,Modern Trade,Medium,2023-07-14,50000,30,REP004
2804,Fictional Outlet 02804,West,Traditional Trade,Medium,2023-07-10,5000,15,REP005
2805,Fictional Outlet 02805,North,Traditional Trade,Small,2022-12-25,10000,15,REP006
2806,Fictional Outlet 02806,South,Wholesale,Small,2023-01-31,10000,15,REP007
2807,Fictional Outlet 02807,East,Traditional Trade,Medium,2022-01-06,10000,30,REP008
2808,Fictional Outlet 02808,West,Wholesale,Small,2022-06-30,5000,15,REP009
2809,Fictional Outlet 02809,North,Traditional Trade,Small,2023-10-03,5000,60,REP010
2810,Fictional Outlet 02810,South,Wholesale,Medium,2022-11-26,50000,60,REP011
2811,Fictional Outlet 02811,East,Traditional Trade,Large,2023-02-02,50000,60,REP012
2812,Fictional Outlet 02812,West,Traditional Trade,Medium,2023-08-09,25000,15,REP013
2813,Fictional Outlet 02813,North, TRADITIONAL TRADE ,Small,2023-09-25,50000,45,REP014
2814,Fictional Outlet 02814,South,Traditional Trade,Medium,2023-05-18,25000,45,REP015
2815,Fictional Outlet 02815,East,Traditional Trade,Medium,2023-06-23,50000,30,REP016
2816,Fictional Outlet 02816,West,Traditional Trade,Large,2023-10-03,10000,15,REP017
2817,Fictional Outlet 02817,North,Wholesale,Small,2022-08-07,5000,15,REP018
2818,Fictional Outlet 02818,South,Wholesale,Large,2022-04-19,5000,60,REP019
2819,Fictional Outlet 02819,East,Traditional Trade,Medium,2022-03-28,50000,45,REP020
2820,Fictional Outlet 02820,West,Wholesale,Small,2022-11-03,10000,45,REP021
2821,Fictional Outlet 02821,North,Traditional Trade,Large,2023-04-01,10000,30,REP022
2822,Fictional Outlet 02822,South,Wholesale,Large,2023-06-24,5000,30,REP023
2823,Fictional Outlet 02823,East,Modern Trade,Small,2023-10-30,25000,60,REP024
2824,Fictional Outlet 02824,West,Traditional Trade,Large,2022-04-04,50000,15,REP025
2825,Fictional Outlet 02825,North,Traditional Trade,Medium,2022-12-08,50000,30,
2826,Fictional Outlet 02826,South,Traditional Trade,Small,2023-09-15,10000,15,REP027
2827,Fictional Outlet 02827,East,Modern Trade,Large,2023-02-04,25000,30,REP028
2828,Fictional Outlet 02828,West,Wholesale,Large,2022-05-16,50000,30,REP029
2829,Fictional Outlet 02829,North,Traditional Trade,Large,2022-08-30,10000,60,REP030
2830,Fictional Outlet 02830,South,Traditional Trade,Large,2022-07-27,25000,30,REP031
2831,Fictional Outlet 02831,East,Ecommerce,Medium,2023-11-04,5000,15,REP032
2832,Fictional Outlet 02832,West,Traditional Trade,Large,2023-09-10,5000,15,REP033
2833,Fictional Outlet 02833,North,Traditional Trade,Large,2023-03-04,10000,60,REP034
2834,Fictional Outlet 02834,South,Modern Trade,Small,2023-01-27,50000,15,REP035
2835,Fictional Outlet 02835,East,Traditional Trade,Small,2022-09-27,10000,30,REP036
2836,Fictional Outlet 02836,West,Modern Trade,Medium,2022-01-07,50000,15,REP037
2837,Fictional Outlet 02837,North,Traditional Trade,Medium,2023-08-01,5000,15,REP038
2838,Fictional Outlet 02838,South,Traditional Trade,Medium,2022-11-27,50000,15,REP039
2839,Fictional Outlet 02839,East,Traditional Trade,Medium,2022-10-06,50000,60,REP040
2840,Fictional Outlet 02840,West,Ecommerce,Small,2023-02-24,25000,30,REP041
2841,Fictional Outlet 02841,North,Ecommerce,Small,2022-01-17,5000,15,REP042
2842,Fictional Outlet 02842,South,Modern Trade,Medium,2023-10-30,5000,15,REP043
2843,Fictional Outlet 02843,East,Traditional Trade,Medium,2023-06-03,10000,45,REP044
2844,Fictional Outlet 02844,West,Wholesale,Medium,2022-10-07,50000,15,REP045
2845,Fictional Outlet 02845,North,Traditional Trade,Large,2022-11-04,10000,45,REP046
2846,Fictional Outlet 02846,South,Traditional Trade,Medium,2023-09-15,50000,15,REP047
2847,Fictional Outlet 02847,East,Modern Trade,Large,2023-01-23,25000,60,REP048
2848,Fictional Outlet 02848,West,Wholesale,Medium,2022-12-14,10000,45,REP049
2849,Fictional Outlet 02849,North,Traditional Trade,Small,2023-10-17,5000,45,REP050
2850,Fictional Outlet 02850,South,Wholesale,Large,2022-03-27,10000,60,REP051
2851,Fictional Outlet 02851,East,Traditional Trade,Large,2023-08-01,5000,45,REP052
2852,Fictional Outlet 02852,West,Traditional Trade,Large,2022-01-18,50000,30,REP053
