ReturnLineID,DeliveryLineID,ReturnDate,ReturnedCases,ReasonCode,CreditAmountGBP,HandlingCostGBP,Disposition
4002,32868,2024-06-04,1,Short Shelf Life,34.3,2.45,Destroyed
4003,32873,2024-06-12,11,Quality,359.48,6.95,Destroyed
4004,32881,2024-06-02,11,Quality,283.36,6.95,Destroyed
4005,32906,2024-06-21,1,Damaged,25.76,2.45,Destroyed
4006,32907,2024-06-19,7,Short Shelf Life,307.58,5.15,Destroyed
4007,32909,2024-06-01,2,Damaged,69.74,2.9,Destroyed
4008,32912,2024-06-18,5,Short Shelf Life,204.25,4.25,Destroyed
4009,32913,2024-06-14,2,Damaged,78.28,2.9,Destroyed
4010,32926,2024-06-16,1,Quality,27.16,2.45,Destroyed
4011,32933,2024-06-10,8,Quality,209.04,5.6,Destroyed
4012,32938,2024-06-18,4,Customer Rejection,181.2,3.8,Destroyed
4013,32954,2024-06-17,6,Quality,226.98,4.7,Destroyed
4014,32956,2024-06-01,4,Quality,165.2,3.8,Destroyed
4015,32960,2024-06-21,1,Damaged,24.44,2.45,Destroyed
4016,32970,2024-06-07,9,Damaged,164.7,6.05,Destroyed
4017,32974,2024-06-14,1,Customer Rejection,29.8,2.45,Destroyed
4018,32989,2024-06-14,3,Customer Rejection,66.63,3.35,Destroyed
4019,32991,2024-05-31,5,Quality,174.35,4.25,Destroyed
4020,32997,2024-06-25,1,Damaged,19.0,2.45,Destroyed
4021,33010,2024-06-18,6,Damaged,279.96,4.7,Destroyed
4022,33016,2024-06-20,1,Short Shelf Life,17.39,2.45,Destroyed
4023,33020,2024-06-20,4,Damaged,128.0,3.8,Destroyed
4024,33023,2024-06-21,3,Customer Rejection,125.04,3.35,Destroyed
4025,33035,2024-06-02,3,Quality,108.3,3.35,Destroyed
4026,33041,2024-06-17,8,Customer Rejection,312.08,5.6,Destroyed
4027,33046,2024-06-03,4,Short Shelf Life,71.0,3.8,Destroyed
4028,33050,2024-05-30,2,Quality,61.12,2.9,Destroyed
4029,33052,2024-06-18,9,Customer Rejection,151.56,6.05,Destroyed
4030,33059,2024-06-17,1,Short Shelf Life,32.1,2.45,Destroyed
4031,33073,2024-06-23,1,Short Shelf Life,44.65,2.45,Destroyed
4032,33079,2024-06-04,6,Quality,109.8,4.7,Destroyed
4033,33092,2024-06-25,2,Short Shelf Life,68.8,2.9,Destroyed
4034,33099,2024-06-22,9,Customer Rejection,365.13,6.05,Destroyed
4035,33103,2024-06-08,3,Damaged,78.27,3.35,Destroyed
4036,33105,2024-06-10,1,Customer Rejection,46.83,2.45,Destroyed
4037,33144,2024-06-03,3,Short Shelf Life,120.84,3.35,Destroyed
4038,33158,2024-06-07,1,Quality,41.89,2.45,Destroyed
4039,33162,2024-06-04,10,Short Shelf Life,292.0,6.5,Destroyed
4040,33164,2024-06-17,4,Customer Rejection,103.04,3.8,Destroyed
4041,33166,2024-06-21,8,Customer Rejection,291.84,5.6,Destroyed
4042,33168,2024-06-15,11,Damaged,467.17,6.95,Destroyed
4043,33169,2024-06-08,1,Short Shelf Life,35.79,2.45,Destroyed
4044,33170,2024-06-07,1,Quality,35.79,2.45,Destroyed
4045,33176,2024-06-23,2,Quality,88.2,2.9,Destroyed
4046,33180,2024-06-13,1,Customer Rejection,33.37,2.45,Destroyed
4047,33189,2024-06-04,4,Quality,150.12,3.8,Destroyed
4048,33190,2024-06-14,1,Short Shelf Life,36.6,2.45,Destroyed
4049,33193,2024-06-21,1,Short Shelf Life,46.92,2.45,Destroyed
4050,33222,2024-06-12,1,Short Shelf Life,29.39,2.45,Destroyed
4051,33223,2024-06-24,2,Short Shelf Life,58.78,2.9,Destroyed
4052,33224,2024-06-21,2,Damaged,59.06,2.9,Destroyed
4053,33236,2024-06-06,1,Quality,32.68,2.45,Destroyed
4054,33238,2024-06-03,5,Quality,154.5,4.25,Destroyed
4055,33248,2024-06-13,8,Customer Rejection,223.04,5.6,Destroyed
4056,33252,2024-06-07,3,Short Shelf Life,72.6,3.35,Destroyed
4057,33269,2024-06-22,3,Damaged,132.75,3.35,Destroyed
4058,33272,2024-06-03,4,Customer Rejection,134.92,3.8,Destroyed
4059,33274,2024-06-15,2,Customer Rejection,63.24,2.9,Destroyed
4060,33288,2024-06-21,7,Damaged,236.6,5.15,Destroyed
4061,33289,2024-06-07,1,Short Shelf Life,37.2,2.45,Destroyed
4062,33293,2024-06-22,1,Short Shelf Life,35.02,2.45,Destroyed
4063,33299,2024-06-14,1,Quality,28.31,2.45,Destroyed
4064,33318,2024-06-23,4,Quality,204.0,3.8,Destroyed
4065,33319,2024-06-16,4,Damaged,176.32,3.8,Destroyed
4066,33329,2024-06-18,9,Quality,246.78,6.05,Destroyed
4067,33332,2024-06-14,4,Short Shelf Life,110.0,3.8,Destroyed
4068,33342,2024-06-12,5,Short Shelf Life,233.3,4.25,Destroyed
4069,33344,2024-06-12,5,Damaged,180.5,4.25,Destroyed
4070,33347,2024-06-08,2,Damaged,74.4,2.9,Destroyed
4071,33361,2024-06-24,4,Short Shelf Life,174.0,3.8,Destroyed
4072,33370,2024-06-04,2,Quality,72.96,2.9,Destroyed
4073,33371,2024-06-07,3,Customer Rejection,104.61,3.35,Destroyed
4074,33390,2024-06-15,9,Short Shelf Life,360.18,6.05,Destroyed
4075,33394,2024-06-13,2,Customer Rejection,31.04,2.9,Destroyed
4076,33397,2024-06-03,8,Damaged,421.6,5.6,Destroyed
4077,33400,2024-06-10,9,Damaged,339.57,6.05,Destroyed
4078,33405,2024-06-05,3,Damaged,80.7,3.35,Destroyed
4079,33407,2024-06-21,7,Customer Rejection,320.6,5.15,Destroyed
4080,33412,2024-06-05,1,Quality,15.2,2.45,Destroyed
4081,33415,2024-06-12,5,Customer Rejection,134.5,4.25,Destroyed
4082,33438,2024-06-19,6,Quality,320.1,4.7,Destroyed
4083,33440,2024-06-14,8,Short Shelf Life,221.92,5.6,Destroyed
4084,33458,2024-06-17,5,Quality,173.9,4.25,Destroyed
4085,33461,2024-06-16,6,Customer Rejection,247.2,4.7,Destroyed
4086,33469,2024-06-23,4,Customer Rejection,145.36,3.8,Destroyed
4087,33476,2024-06-14,3,Damaged,86.73,3.35,Destroyed
4088,33477,2024-06-05,3,Quality,114.96,3.35,Destroyed
4089,33488,2024-06-20,11,Short Shelf Life,316.69,6.95,Destroyed
4090,33502,2024-06-22,3,Quality,136.77,3.35,Destroyed
4091,33504,2024-06-23,11,Short Shelf Life,195.25,6.95,Destroyed
4092,33507,2024-06-10,1,Damaged,26.6,2.45,Destroyed
4093,33508,2024-06-02,1,Short Shelf Life,31.1,2.45,Destroyed
4094,33525,2024-06-05,3,Short Shelf Life,59.94,3.35,Destroyed
4095,33531,2024-06-18,3,Short Shelf Life,151.2,3.35,Destroyed
4096,33533,2024-06-23,7,Short Shelf Life,176.4,5.15,Destroyed
4097,33542,2024-06-27,3,Quality,84.0,3.35,Destroyed
4098,33543,2024-06-24,1,Customer Rejection,37.73,2.45,Destroyed
4099,33564,2024-06-10,3,Damaged,97.98,3.35,Destroyed
4100,33566,2024-06-06,7,Quality,368.9,5.15,Destroyed
4101,33567,2024-06-05,2,Short Shelf Life,74.1,2.9,Destroyed
4102,33581,2024-06-24,3,Customer Rejection,88.05,3.35,Destroyed
4103,33586,2024-06-07,9,Customer Rejection,387.0,6.05,Destroyed
4104,33592,2024-06-10,1,Quality,36.08,2.45,Destroyed
4105,33598,2024-06-15,3,Damaged,105.99,3.35,Destroyed
4106,33599,2024-06-21,2,Quality,56.62,2.9,Destroyed
4107,33602,2024-06-11,2,Damaged,89.3,2.9,Destroyed
4108,33617,2024-06-12,2,Damaged,83.42,2.9,Destroyed
4109,33622,2024-06-11,3,Quality,148.41,3.35,Destroyed
4110,33633,2024-06-25,1,Quality,44.7,2.45,Destroyed
4111,33635,2024-06-10,1,Damaged,41.32,2.45,Destroyed
4112,33646,2024-06-21,4,Short Shelf Life,141.32,3.8,Destroyed
4113,33669,2024-06-11,2,Quality,79.0,2.9,Destroyed
4114,33673,2024-06-07,3,Damaged,118.5,3.35,Destroyed
4115,33692,2024-06-18,5,Quality,181.7,4.25,Destroyed
4116,33700,2024-06-12,2,Quality,78.28,2.9,Destroyed
4117,33703,2024-06-07,1,Short Shelf Life,39.96,2.45,Destroyed
4118,33718,2024-06-08,3,Customer Rejection,75.6,3.35,Destroyed
4119,33725,2024-06-19,2,Damaged,64.22,2.9,Destroyed
4120,33730,2024-06-06,2,Short Shelf Life,57.82,2.9,Destroyed
4121,33731,2024-06-19,2,Quality,100.14,2.9,Destroyed
4122,33741,2024-06-20,4,Short Shelf Life,95.76,3.8,Destroyed
4123,33742,2024-06-05,5,Quality,275.0,4.25,Destroyed
4124,33747,2024-06-11,3,Customer Rejection,109.8,3.35,Destroyed
4125,33755,2024-06-28,2,Quality,73.78,2.9,Destroyed
4126,33756,2024-06-21,5,Short Shelf Life,225.05,4.25,Destroyed
4127,33760,2024-06-03,3,Quality,126.42,3.35,Destroyed
4128,33765,2024-06-25,6,Customer Rejection,183.24,4.7,Destroyed
4129,33768,2024-06-12,5,Quality,182.4,4.25,Destroyed
4130,33799,2024-06-17,2,Short Shelf Life,58.88,2.9,Destroyed
4131,33810,2024-06-13,1,Short Shelf Life,25.55,2.45,Destroyed
4132,33818,2024-06-04,11,Quality,441.1,6.95,Destroyed
4133,33825,2024-06-13,11,Quality,266.2,6.95,Destroyed
4134,33837,2024-06-21,4,Damaged,160.4,3.8,Destroyed
4135,33843,2024-06-28,5,Short Shelf Life,253.0,4.25,Destroyed
4136,33844,2024-06-08,1,Quality,48.45,2.45,Destroyed
4137,33847,2024-06-28,1,Short Shelf Life,27.74,2.45,Destroyed
4138,33875,2024-06-09,1,Damaged,32.1,2.45,Destroyed
4139,33886,2024-06-20,4,Quality,139.6,3.8,Destroyed
4140,33895,2024-06-13,1,Customer Rejection,19.98,2.45,Destroyed
4141,33901,2024-06-09,1,Customer Rejection,51.7,2.45,Destroyed
4142,33902,2024-06-19,6,Damaged,306.0,4.7,Destroyed
4143,33905,2024-06-07,6,Customer Rejection,157.86,4.7,Destroyed
4144,33906,2024-06-10,8,Damaged,248.32,5.6,Destroyed
4145,33909,2024-06-23,5,Customer Rejection,120.0,4.25,Destroyed
4146,33912,2024-06-08,6,Quality,161.4,4.7,Destroyed
4147,33915,2024-06-23,1,Quality,49.47,2.45,Destroyed
4148,33919,2024-06-13,3,Quality,117.0,3.35,Destroyed
4149,33933,2024-06-04,5,Short Shelf Life,197.8,4.25,Destroyed
4150,33963,2024-06-08,4,Customer Rejection,152.0,3.8,Destroyed
4151,33965,2024-06-11,3,Damaged,127.41,3.35,Destroyed
4152,33968,2024-06-24,10,Short Shelf Life,331.5,6.5,Destroyed
4153,33975,2024-06-11,2,Damaged,75.6,2.9,Destroyed
4154,33981,2024-06-04,3,Customer Rejection,151.92,3.35,Destroyed
4155,33985,2024-06-20,1,Quality,32.1,2.45,Destroyed
4156,33986,2024-06-09,4,Quality,128.4,3.8,Destroyed
4157,33987,2024-06-05,5,Customer Rejection,105.95,4.25,Destroyed
4158,33997,2024-06-27,3,Quality,117.03,3.35,Destroyed
4159,34001,2024-06-13,8,Damaged,387.84,5.6,Destroyed
4160,34003,2024-06-14,1,Short Shelf Life,42.2,2.45,Destroyed
4161,34019,2024-06-26,2,Quality,66.3,2.9,Destroyed
4162,34039,2024-06-25,4,Quality,141.36,3.8,Destroyed
4163,34040,2024-06-11,7,Quality,209.44,5.15,Destroyed
4164,34048,2024-06-25,6,Quality,225.18,4.7,Destroyed
4165,34051,2024-06-04,9,Short Shelf Life,399.87,6.05,Destroyed
4166,34053,2024-06-27,3,Short Shelf Life,132.24,3.35,Destroyed
4167,34085,2024-06-23,7,Quality,279.72,5.15,Destroyed
4168,34086,2024-06-22,2,Quality,79.12,2.9,Destroyed
4169,34088,2024-06-17,5,Customer Rejection,215.0,4.25,Destroyed
4170,34093,2024-06-18,1,Customer Rejection,26.68,2.45,Destroyed
4171,34101,2024-06-22,1,Damaged,26.31,2.45,Destroyed
4172,34102,2024-06-11,6,Customer Rejection,278.4,4.7,Destroyed
4173,34119,2024-06-07,1,Damaged,48.1,2.45,Destroyed
4174,34133,2024-06-08,4,Short Shelf Life,124.16,3.8,Destroyed
4175,34136,2024-06-25,2,Damaged,86.0,2.9,Destroyed
4176,34142,2024-06-09,1,Damaged,17.39,2.45,Destroyed
4177,34156,2024-06-04,1,Short Shelf Life,39.5,2.45,Destroyed
4178,34160,2024-06-14,3,Short Shelf Life,96.33,3.35,Destroyed
4179,34161,2024-06-21,2,Short Shelf Life,38.8,2.9,Destroyed
4180,34172,2024-06-24,5,Customer Rejection,255.0,4.25,Destroyed
4181,34178,2024-06-28,2,Damaged,69.56,2.9,Destroyed
4182,34183,2024-06-14,3,Quality,147.12,3.35,Destroyed
4183,34214,2024-06-06,12,Short Shelf Life,264.96,7.4,Destroyed
4184,34215,2024-06-11,2,Quality,75.8,2.9,Destroyed
4185,34242,2024-06-04,2,Quality,61.08,2.9,Destroyed
4186,34243,2024-06-22,1,Quality,48.45,2.45,Destroyed
4187,34244,2024-06-29,1,Quality,48.45,2.45,Destroyed
4188,34247,2024-06-14,1,Quality,43.5,2.45,Destroyed
4189,34252,2024-06-05,2,Short Shelf Life,77.34,2.9,Destroyed
4190,34253,2024-06-22,6,Quality,146.64,4.7,Destroyed
4191,34263,2024-06-28,6,Short Shelf Life,212.04,4.7,Destroyed
4192,34264,2024-06-20,1,Customer Rejection,23.18,2.45,Destroyed
4193,34272,2024-06-08,4,Customer Rejection,132.8,3.8,Destroyed
4194,34274,2024-06-23,3,Quality,166.74,3.35,Destroyed
4195,34283,2024-06-22,1,Short Shelf Life,33.37,2.45,Destroyed
4196,34292,2024-06-25,2,Customer Rejection,73.4,2.9,Destroyed
4197,34295,2024-06-26,9,Short Shelf Life,455.4,6.05,Destroyed
4198,34304,2024-06-26,2,Short Shelf Life,52.6,2.9,Destroyed
4199,34308,2024-06-22,3,Quality,78.27,3.35,Destroyed
4200,34313,2024-06-23,1,Quality,31.56,2.45,Destroyed
4201,34326,2024-06-26,4,Damaged,141.36,3.8,Destroyed
4202,34336,2024-06-18,3,Customer Rejection,105.99,3.35,Destroyed
4203,34346,2024-06-21,7,Quality,221.55,5.15,Destroyed
4204,34357,2024-06-29,2,Quality,65.16,2.9,Destroyed
4205,34369,2024-06-06,1,Damaged,39.48,2.45,Destroyed
4206,34370,2024-06-27,5,Customer Rejection,220.5,4.25,Destroyed
4207,34372,2024-06-18,4,Short Shelf Life,166.84,3.8,Destroyed
4208,34377,2024-06-10,10,Customer Rejection,260.9,6.5,Destroyed
4209,34380,2024-06-18,8,Damaged,227.44,5.6,Destroyed
4210,34390,2024-06-09,1,Quality,51.0,2.45,Destroyed
4211,34398,2024-06-18,4,Quality,217.72,3.8,Destroyed
4212,34422,2024-06-07,3,Customer Rejection,135.9,3.35,Destroyed
4213,34442,2024-06-11,6,Damaged,186.24,4.7,Destroyed
4214,34461,2024-06-18,9,Customer Rejection,171.0,6.05,Destroyed
4215,34467,2024-06-20,2,Customer Rejection,48.0,2.9,Destroyed
4216,34468,2024-06-27,1,Customer Rejection,26.13,2.45,Destroyed
4217,34472,2024-06-29,3,Short Shelf Life,153.0,3.35,Destroyed
4218,34475,2024-06-06,1,Customer Rejection,32.6,2.45,Destroyed
4219,34483,2024-06-15,1,Short Shelf Life,37.44,2.45,Destroyed
4220,34502,2024-06-22,5,Quality,229.0,4.25,Destroyed
4221,34533,2024-06-20,6,Damaged,256.68,4.7,Destroyed
4222,34534,2024-06-06,5,Quality,95.0,4.25,Destroyed
4223,34543,2024-06-21,3,Customer Rejection,99.81,3.35,Destroyed
4224,34547,2024-06-21,4,Quality,222.32,3.8,Destroyed
4225,34550,2024-06-19,5,Quality,222.15,4.25,Destroyed
4226,34554,2024-06-17,5,Damaged,115.9,4.25,Destroyed
4227,34565,2024-06-21,4,Customer Rejection,135.4,3.8,Destroyed
4228,34571,2024-06-11,5,Customer Rejection,179.55,4.25,Destroyed
4229,34578,2024-06-13,2,Customer Rejection,110.0,2.9,Destroyed
4230,34581,2024-06-20,4,Damaged,139.08,3.8,Destroyed
4231,34604,2024-06-25,5,Quality,152.7,4.25,Destroyed
4232,34605,2024-06-21,4,Short Shelf Life,93.12,3.8,Destroyed
4233,34612,2024-06-23,7,Customer Rejection,221.55,5.15,Destroyed
4234,34619,2024-06-07,4,Damaged,132.84,3.8,Destroyed
4235,34624,2024-06-27,3,Short Shelf Life,116.7,3.35,Destroyed
4236,34625,2024-06-12,1,Damaged,38.9,2.45,Destroyed
4237,34630,2024-06-29,1,Short Shelf Life,30.3,2.45,Destroyed
4238,34635,2024-06-16,2,Short Shelf Life,64.4,2.9,Destroyed
4239,34642,2024-06-12,1,Damaged,39.14,2.45,Destroyed
4240,34643,2024-06-11,2,Quality,78.28,2.9,Destroyed
4241,34647,2024-06-07,1,Customer Rejection,29.8,2.45,Destroyed
4242,34650,2024-06-18,10,Customer Rejection,332.7,6.5,Destroyed
4243,34661,2024-07-01,1,Quality,36.96,2.45,Destroyed
4244,34666,2024-06-20,2,Short Shelf Life,53.8,2.9,Destroyed
4245,34681,2024-06-20,1,Damaged,40.06,2.45,Destroyed
4246,34699,2024-06-18,12,Quality,586.68,7.4,Destroyed
4247,34709,2024-06-27,3,Damaged,113.49,3.35,Destroyed
4248,34719,2024-06-23,4,Short Shelf Life,141.32,3.8,Destroyed
4249,34728,2024-06-14,1,Short Shelf Life,51.12,2.45,Destroyed
4250,34740,2024-06-23,4,Damaged,76.0,3.8,Destroyed
4251,34747,2024-06-07,4,Short Shelf Life,99.0,3.8,Destroyed
4252,34759,2024-06-09,2,Customer Rejection,80.2,2.9,Destroyed
4253,34789,2024-06-26,6,Damaged,208.68,4.7,Destroyed
4254,34796,2024-06-23,1,Quality,19.57,2.45,Destroyed
4255,34808,2024-06-14,1,Short Shelf Life,21.19,2.45,Destroyed
4256,34814,2024-06-25,6,Damaged,287.28,4.7,Destroyed
4257,34817,2024-06-09,2,Quality,100.14,2.9,Destroyed
4258,34819,2024-07-01,1,Short Shelf Life,29.53,2.45,Destroyed
4259,34820,2024-06-26,1,Damaged,29.53,2.45,Destroyed
4260,34841,2024-06-10,4,Damaged,213.2,3.8,Destroyed
4261,34887,2024-06-18,1,Quality,19.98,2.45,Destroyed
4262,34890,2024-06-11,6,Short Shelf Life,160.08,4.7,Destroyed
4263,34900,2024-06-08,3,Damaged,165.0,3.35,Destroyed
4264,34905,2024-06-20,5,Customer Rejection,141.6,4.25,Destroyed
4265,34910,2024-06-17,7,Short Shelf Life,327.81,5.15,Destroyed
4266,34922,2024-06-13,4,Short Shelf Life,200.28,3.8,Destroyed
4267,34923,2024-06-17,7,Short Shelf Life,385.0,5.15,Destroyed
4268,34934,2024-06-30,2,Quality,64.4,2.9,Destroyed
4269,34939,2024-06-12,2,Quality,48.88,2.9,Destroyed
4270,34972,2024-06-17,6,Short Shelf Life,313.5,4.7,Destroyed
4271,34976,2024-06-25,2,Damaged,69.74,2.9,Destroyed
4272,34982,2024-06-08,7,Quality,339.36,5.15,Destroyed
4273,34995,2024-06-18,1,Short Shelf Life,34.3,2.45,Destroyed
4274,34997,2024-06-21,6,Customer Rejection,196.08,4.7,Destroyed
4275,35015,2024-06-17,8,Short Shelf Life,297.6,5.6,Destroyed
4276,35045,2024-06-22,2,Damaged,69.54,2.9,Destroyed
4277,35062,2024-06-13,2,Quality,91.6,2.9,Destroyed
4278,35067,2024-06-22,6,Quality,343.8,4.7,Destroyed
4279,35068,2024-06-18,12,Customer Rejection,373.68,7.4,Destroyed
4280,35073,2024-06-29,5,Short Shelf Life,192.0,4.25,Destroyed
4281,35075,2024-06-13,3,Quality,94.68,3.35,Destroyed
4282,35085,2024-06-26,1,Short Shelf Life,40.57,2.45,Destroyed
4283,35087,2024-06-10,2,Short Shelf Life,53.36,2.9,Destroyed
4284,35091,2024-06-15,8,Short Shelf Life,312.0,5.6,Destroyed
4285,35110,2024-06-20,1,Quality,27.74,2.45,Destroyed
4286,35117,2024-07-02,3,Short Shelf Life,86.94,3.35,Destroyed
4287,35121,2024-06-12,2,Customer Rejection,63.8,2.9,Destroyed
4288,35125,2024-06-29,2,Damaged,65.16,2.9,Destroyed
4289,35127,2024-07-02,1,Short Shelf Life,41.71,2.45,Destroyed
4290,35131,2024-06-15,10,Customer Rejection,292.0,6.5,Destroyed
4291,35141,2024-06-29,1,Short Shelf Life,44.08,2.45,Destroyed
4292,35149,2024-06-25,5,Customer Rejection,158.1,4.25,Destroyed
4293,35158,2024-06-30,7,Damaged,217.98,5.15,Destroyed
4294,35161,2024-06-21,1,Customer Rejection,36.65,2.45,Destroyed
4295,35164,2024-06-15,1,Short Shelf Life,36.65,2.45,Destroyed
4296,35165,2024-06-28,1,Quality,46.66,2.45,Destroyed
4297,35168,2024-06-19,6,Quality,161.4,4.7,Destroyed
4298,35180,2024-06-09,3,Short Shelf Life,108.24,3.35,Destroyed
4299,35181,2024-06-24,4,Short Shelf Life,126.24,3.8,Destroyed
4300,35185,2024-06-21,3,Damaged,99.6,3.35,Destroyed
4301,35191,2024-06-13,2,Short Shelf Life,83.42,2.9,Destroyed
4302,35200,2024-06-08,15,Damaged,424.65,8.75,Destroyed
4303,35203,2024-07-04,5,Quality,98.4,4.25,Destroyed
4304,35204,2024-06-29,1,Short Shelf Life,34.22,2.45,Destroyed
4305,35206,2024-07-05,6,Customer Rejection,143.16,4.7,Destroyed
4306,35208,2024-06-24,5,Short Shelf Life,234.15,4.25,Destroyed
4307,35217,2024-06-23,11,Customer Rejection,268.84,6.95,Destroyed
4308,35234,2024-06-30,4,Customer Rejection,173.44,3.8,Destroyed
4309,35235,2024-06-21,4,Quality,173.44,3.8,Destroyed
4310,35238,2024-07-01,10,Quality,311.4,6.5,Destroyed
4311,35250,2024-06-25,6,Damaged,179.52,4.7,Destroyed
4312,35254,2024-06-21,1,Damaged,46.92,2.45,Destroyed
4313,35255,2024-06-18,3,Short Shelf Life,67.89,3.35,Destroyed
4314,35263,2024-06-27,1,Damaged,23.86,2.45,Destroyed
4315,35274,2024-06-23,2,Damaged,38.8,2.9,Destroyed
4316,35278,2024-06-20,4,Short Shelf Life,141.36,3.8,Destroyed
4317,35295,2024-06-21,7,Customer Rejection,228.76,5.15,Destroyed
4318,35314,2024-06-17,4,Quality,119.96,3.8,Destroyed
4319,35320,2024-06-20,2,Damaged,29.44,2.9,Destroyed
4320,35323,2024-06-17,1,Damaged,52.7,2.45,Destroyed
4321,35332,2024-06-15,17,Short Shelf Life,609.96,9.65,Destroyed
4322,35349,2024-06-27,2,Damaged,83.36,2.9,Destroyed
4323,35351,2024-07-05,4,Customer Rejection,78.28,3.8,Destroyed
4324,35355,2024-06-12,3,Quality,138.81,3.35,Destroyed
4325,35367,2024-06-10,2,Quality,44.6,2.9,Destroyed
4326,35377,2024-06-19,1,Short Shelf Life,40.85,2.45,Destroyed
4327,35388,2024-06-18,2,Quality,26.24,2.9,Destroyed
4328,35412,2024-06-11,3,Customer Rejection,89.76,3.35,Destroyed
4329,35418,2024-06-19,3,Short Shelf Life,145.35,3.35,Destroyed
4330,35421,2024-06-11,5,Customer Rejection,126.0,4.25,Destroyed
4331,35424,2024-07-01,2,Damaged,91.18,2.9,Destroyed
4332,35445,2024-06-13,6,Customer Rejection,237.36,4.7,Destroyed
4333,35458,2024-06-15,3,Damaged,117.42,3.35,Destroyed
4334,35481,2024-07-05,1,Short Shelf Life,44.7,2.45,Destroyed
4335,35495,2024-07-02,7,Short Shelf Life,243.39,5.15,Destroyed
4336,35507,2024-06-15,1,Short Shelf Life,52.72,2.45,Destroyed
4337,35510,2024-06-14,4,Damaged,104.96,3.8,Destroyed
4338,35515,2024-06-14,1,Quality,21.19,2.45,Destroyed
4339,35524,2024-06-24,1,Quality,18.95,2.45,Destroyed
4340,35528,2024-06-29,1,Short Shelf Life,42.78,2.45,Destroyed
4341,35541,2024-06-30,5,Quality,206.0,4.25,Destroyed
4342,35553,2024-07-01,2,Short Shelf Life,83.78,2.9,Destroyed
4343,35558,2024-06-20,2,Short Shelf Life,72.2,2.9,Destroyed
4344,35561,2024-07-05,2,Damaged,75.8,2.9,Destroyed
4345,35566,2024-06-18,3,Quality,118.68,3.35,Destroyed
4346,35576,2024-06-22,4,Quality,102.04,3.8,Destroyed
4347,35579,2024-06-11,4,Short Shelf Life,147.56,3.8,Destroyed
4348,35580,2024-06-23,8,Customer Rejection,217.28,5.6,Destroyed
4349,35585,2024-06-16,4,Short Shelf Life,158.0,3.8,Destroyed
4350,35587,2024-07-01,1,Customer Rejection,52.25,2.45,Destroyed
4351,35607,2024-07-03,1,Customer Rejection,28.32,2.45,Destroyed
4352,35617,2024-06-11,4,Customer Rejection,137.12,3.8,Destroyed
4353,35623,2024-07-05,2,Short Shelf Life,26.24,2.9,Destroyed
4354,35633,2024-07-04,12,Customer Rejection,302.4,7.4,Destroyed
4355,35661,2024-06-14,8,Short Shelf Life,226.56,5.6,Destroyed
4356,35665,2024-06-22,3,Damaged,85.86,3.35,Destroyed
4357,35666,2024-06-26,3,Damaged,133.95,3.35,Destroyed
4358,35673,2024-06-23,4,Short Shelf Life,78.72,3.8,Destroyed
4359,35696,2024-06-21,1,Short Shelf Life,44.65,2.45,Destroyed
4360,35706,2024-06-28,9,Damaged,274.5,6.05,Destroyed
4361,35721,2024-07-03,7,Short Shelf Life,224.7,5.15,Destroyed
4362,35724,2024-06-22,2,Damaged,37.9,2.9,Destroyed
4363,35729,2024-06-17,8,Customer Rejection,131.2,5.6,Destroyed
4364,35742,2024-07-01,4,Customer Rejection,137.12,3.8,Destroyed
4365,35762,2024-06-21,1,Damaged,35.88,2.45,Destroyed
4366,35765,2024-06-23,1,Customer Rejection,50.4,2.45,Destroyed
4367,35785,2024-06-30,2,Customer Rejection,34.78,2.9,Destroyed
4368,35789,2024-06-21,5,Customer Rejection,157.7,4.25,Destroyed
4369,35790,2024-06-19,6,Short Shelf Life,166.44,4.7,Destroyed
4370,35803,2024-06-24,5,Customer Rejection,171.1,4.25,Destroyed
4371,35805,2024-06-14,1,Damaged,44.25,2.45,Destroyed
4372,35808,2024-06-23,2,Customer Rejection,90.72,2.9,Destroyed
4373,35810,2024-06-24,6,Customer Rejection,132.36,4.7,Destroyed
4374,35816,2024-06-29,4,Customer Rejection,213.4,3.8,Destroyed
4375,35835,2024-07-02,1,Quality,28.0,2.45,Destroyed
4376,35841,2024-06-18,5,Quality,235.0,4.25,Destroyed
4377,35846,2024-06-30,3,Short Shelf Life,127.41,3.35,Destroyed
4378,35858,2024-06-30,1,Quality,30.09,2.45,Destroyed
4379,35879,2024-06-21,1,Damaged,33.15,2.45,Destroyed
4380,35884,2024-06-25,8,Quality,408.0,5.6,Destroyed
4381,35887,2024-06-21,1,Customer Rejection,19.98,2.45,Destroyed
4382,35888,2024-06-23,6,Quality,290.7,4.7,Destroyed
4383,35895,2024-06-24,6,Short Shelf Life,143.16,4.7,Destroyed
4384,35906,2024-07-05,3,Damaged,102.84,3.35,Destroyed
4385,35920,2024-06-22,1,Short Shelf Life,40.57,2.45,Destroyed
4386,35928,2024-06-23,1,Short Shelf Life,28.43,2.45,Destroyed
4387,35929,2024-07-01,1,Quality,28.43,2.45,Destroyed
4388,35934,2024-06-18,1,Damaged,32.6,2.45,Destroyed
4389,35938,2024-06-28,2,Short Shelf Life,49.2,2.9,Destroyed
4390,35941,2024-06-18,3,Damaged,83.22,3.35,Destroyed
4391,35948,2024-07-01,5,Customer Rejection,171.5,4.25,Destroyed
4392,35961,2024-06-28,3,Quality,129.63,3.35,Destroyed
4393,35964,2024-06-17,3,Short Shelf Life,119.88,3.35,Destroyed
