DeliveryLineID,OrderLineID,DispatchDate,DeliveredDate,ShippedCases,NetUnitPriceGBP,NetInvoiceGBP,StandardCostPerCaseGBP,COGSGBP,FreightGBP,CarrierCode,DeliveryStatus
13097,11170,2024-02-29,2024-03-01,15,28.98,434.7,19.53,292.95,14.5,CAR02,Delivered
13098,11170,2024-02-29,2024-03-03,15,28.98,434.7,19.53,292.95,14.5,CAR02,Delivered
13099,11171,2024-02-29,2024-03-03,75,26.86,2014.5,18.1,1357.5,44.5,CAR02,Delivered
13100,11173,2024-02-29,2024-03-01,104,24.99,2598.96,16.31,1696.24,43.4,CAR01,Delivered
13101,11175,2024-02-29,2024-03-02,95,45.8,4351.0,28.4,2698.0,54.5,CAR02,Delivered
13102,11176,2024-02-29,2024-03-02,42,30.5,1281.0,19.9,835.8,21.7,CAR01,Delivered
13103,11178,2024-02-29,2024-03-02,105,21.76,2284.8,14.2,1491.0,59.5,CAR02,Delivered
13104,11182,2024-02-29,2024-03-03,26,51.12,1329.12,32.67,849.42,20.0,CAR02,Delivered
13105,11184,2024-02-29,2024-03-03,32,24.0,768.0,14.88,476.16,23.0,CAR02,Delivered
13106,11185,2024-02-29,2024-03-02,109,47.0,5123.0,29.14,3176.26,61.5,CAR03,Delivered
13107,11187,2024-02-29,2024-03-02,90,25.76,2318.4,17.36,1562.4,52.0,CAR02,Delivered
13108,11193,2024-02-29,2024-03-02,69,28.6,1973.4,17.73,1223.37,31.15,CAR01,Delivered
13109,11197,2024-02-29,2024-03-01,23,39.56,909.88,26.66,613.18,18.5,CAR03,Delivered
13110,11197,2024-02-29,2024-03-01,23,39.56,909.88,26.66,613.18,18.5,CAR03,Delivered
13111,11204,2024-02-29,2024-03-02,97,29.92,2902.24,19.53,1894.41,55.5,CAR03,Delivered
13112,11207,2024-02-29,2024-03-01,98,52.25,5120.5,34.1,3341.8,56.0,CAR03,Delivered
13113,11208,2024-02-29,2024-03-01,107,34.44,3685.08,22.01,2355.07,44.45,CAR01,Delivered
13114,11215,2024-02-29,2024-03-01,44,29.53,1299.32,19.9,875.6,22.4,CAR01,Delivered
13115,11217,2024-02-29,2024-03-02,108,48.7,5259.6,30.19,3260.52,44.8,CAR01,Delivered
13116,11218,2024-02-29,2024-03-03,43,39.14,1683.02,25.54,1098.22,28.5,CAR03,Delivered
13117,11227,2024-02-29,2024-03-03,107,42.4,4536.8,26.29,2813.03,44.45,CAR01,Delivered
13118,11235,2024-02-29,2024-03-02,81,45.01,3645.81,28.77,2330.37,47.5,CAR02,Delivered
13119,11236,2024-02-29,2024-03-02,92,28.6,2631.2,17.73,1631.16,39.2,CAR01,Delivered
13120,11238,2024-02-29,2024-03-02,72,44.7,3218.4,27.71,1995.12,43.0,CAR03,Delivered
13121,11242,2024-02-29,2024-03-03,37,21.19,784.03,13.83,511.71,25.5,CAR02,Delivered
13122,11242,2024-02-29,2024-03-01,37,21.19,784.03,13.83,511.71,25.5,CAR03,Delivered
13123,11246,2024-02-29,2024-03-01,88,18.95,1667.6,12.77,1123.76,51.0,CAR02,Delivered
13124,11253,2024-02-29,2024-03-01,25,43.36,1084.0,27.71,692.75,19.5,CAR03,Delivered
13125,11253,2024-02-29,2024-03-01,25,43.36,1084.0,27.71,692.75,19.5,CAR03,Delivered
13126,11254,2024-02-29,2024-03-03,74,36.08,2669.92,23.06,1706.44,32.9,CAR01,Delivered
13127,11261,2024-02-29,2024-03-01,35,27.42,959.7,18.48,646.8,19.25,CAR01,Delivered
13128,11262,2024-02-29,2024-03-01,25,52.7,1317.5,32.67,816.75,19.5,CAR03,Delivered
13129,11262,2024-02-29,2024-03-02,26,52.7,1370.2,32.67,849.42,20.0,CAR02,Delivered
13130,11265,2024-02-29,2024-03-02,59,43.94,2592.46,28.09,1657.31,27.65,CAR01,Delivered
13131,11266,2024-02-29,2024-03-03,92,32.6,2999.2,20.21,1859.32,53.0,CAR02,Delivered
13132,11269,2024-02-29,2024-03-01,55,31.65,1740.75,21.33,1173.15,34.5,CAR03,Delivered
13133,11270,2024-02-29,2024-03-02,103,16.84,1734.52,11.35,1169.05,43.05,CAR01,Delivered
13134,11274,2024-02-29,2024-03-03,21,42.14,884.94,28.4,596.4,17.5,CAR03,Delivered
13135,11274,2024-02-29,2024-03-01,22,42.14,927.08,28.4,624.8,18.0,CAR03,Delivered
13136,11275,2024-02-29,2024-03-03,50,28.98,1449.0,19.53,976.5,32.0,CAR03,Delivered
13137,11276,2024-02-29,2024-03-01,41,34.3,1406.3,21.27,872.07,27.5,CAR03,Delivered
13138,11276,2024-02-29,2024-03-01,42,34.3,1440.6,21.27,893.34,28.0,CAR03,Delivered
13139,11277,2024-02-29,2024-03-02,81,47.88,3878.28,31.25,2531.25,47.5,CAR02,Delivered
13140,11278,2024-02-29,2024-03-02,87,30.9,2688.3,19.16,1666.92,37.45,CAR01,Delivered
13141,11279,2024-02-29,2024-03-01,69,31.56,2177.64,21.27,1467.63,41.5,CAR03,Delivered
13142,11281,2024-02-29,2024-03-03,45,48.45,2180.25,31.62,1422.9,29.5,CAR02,Delivered
13143,11281,2024-02-29,2024-03-03,46,48.45,2228.7,31.62,1454.52,30.0,CAR02,Delivered
13144,11283,2024-02-29,2024-03-02,63,16.84,1060.92,11.35,715.05,29.05,CAR01,Delivered
13145,11284,2024-02-29,2024-03-01,37,44.25,1637.25,29.82,1103.34,19.95,CAR01,Delivered
13146,11289,2024-02-29,2024-03-01,102,48.1,4906.2,29.82,3041.64,42.7,CAR01,Delivered
13147,11291,2024-02-29,2024-03-03,55,33.8,1859.0,20.96,1152.8,34.5,CAR02,Delivered
13148,11296,2024-02-29,2024-03-02,32,45.3,1449.6,28.09,898.88,18.2,CAR01,Delivered
13149,11296,2024-02-29,2024-03-01,32,45.3,1449.6,28.09,898.88,18.2,CAR01,Delivered
13150,11299,2024-02-29,2024-03-03,82,38.9,3189.8,24.12,1977.84,48.0,CAR02,Delivered
13151,11301,2024-02-29,2024-03-01,37,28.43,1051.91,19.16,708.92,25.5,CAR03,Delivered
13152,11301,2024-02-29,2024-03-02,37,28.43,1051.91,19.16,708.92,25.5,CAR02,Delivered
13153,11310,2024-02-29,2024-03-03,92,40.7,3744.4,25.23,2321.16,39.2,CAR01,Delivered
13154,11313,2024-02-29,2024-03-03,78,55.58,4335.24,35.53,2771.34,46.0,CAR02,Delivered
13155,11315,2024-02-29,2024-03-01,46,43.0,1978.0,26.66,1226.36,30.0,CAR03,Delivered
13156,11319,2024-02-29,2024-03-01,44,26.31,1157.64,17.73,780.12,29.0,CAR02,Delivered
13157,11319,2024-02-29,2024-03-02,44,26.31,1157.64,17.73,780.12,29.0,CAR03,Delivered
13158,11322,2024-02-29,2024-03-01,69,23.94,1651.86,15.62,1077.78,41.5,CAR02,Delivered
13159,11323,2024-02-29,2024-03-02,25,33.8,845.0,20.96,524.0,19.5,CAR02,Delivered
13160,11324,2024-02-29,2024-03-03,48,46.92,2252.16,31.62,1517.76,31.0,CAR03,Delivered
13161,11324,2024-02-29,2024-03-01,48,46.92,2252.16,31.62,1517.76,23.8,CAR01,Delivered
13162,11327,2024-02-29,2024-03-01,91,42.4,3858.4,26.29,2392.39,38.85,CAR01,Delivered
13163,11331,2024-02-29,2024-03-02,59,30.3,1787.7,18.79,1108.61,27.65,CAR01,Delivered
13164,11333,2024-02-29,2024-03-03,35,28.32,991.2,18.1,633.5,24.5,CAR03,Delivered
13165,11336,2024-02-29,2024-03-03,85,28.79,2447.15,18.79,1597.15,49.5,CAR03,Delivered
13166,11338,2024-02-29,2024-03-03,110,16.0,1760.0,9.92,1091.2,45.5,CAR01,Delivered
13167,11341,2024-02-29,2024-03-01,75,27.16,2037.0,17.36,1302.0,44.5,CAR02,Delivered
13168,11344,2024-02-29,2024-03-03,34,38.32,1302.88,24.49,832.66,24.0,CAR02,Delivered
13169,11345,2024-02-29,2024-03-01,60,28.43,1705.8,19.16,1149.6,28.0,CAR01,Delivered
13170,11351,2024-02-29,2024-03-02,70,31.54,2207.8,20.58,1440.6,42.0,CAR03,Delivered
13171,11352,2024-02-29,2024-03-03,65,26.68,1734.2,17.05,1108.25,29.75,CAR01,Delivered
13172,11354,2024-02-29,2024-03-02,36,33.21,1195.56,22.38,805.68,25.0,CAR02,Delivered
13173,11355,2024-02-29,2024-03-03,33,34.44,1136.52,22.01,726.33,18.55,CAR01,Delivered
13174,11355,2024-02-29,2024-03-02,33,34.44,1136.52,22.01,726.33,18.55,CAR01,Delivered
13175,11360,2024-02-29,2024-03-02,27,41.71,1126.17,26.66,719.82,16.45,CAR01,Delivered
13176,11363,2024-02-29,2024-03-03,108,41.68,4501.44,28.09,3033.72,44.8,CAR01,Delivered
13177,11369,2024-02-29,2024-03-03,51,54.43,2775.93,35.53,1812.03,32.5,CAR03,Delivered
13178,11370,2024-02-29,2024-03-03,38,44.1,1675.8,27.34,1038.92,20.3,CAR01,Delivered
13179,11370,2024-02-29,2024-03-03,38,44.1,1675.8,27.34,1038.92,20.3,CAR01,Delivered
13180,11372,2024-02-29,2024-03-01,96,41.2,3955.2,25.54,2451.84,55.0,CAR02,Delivered
13181,11374,2024-02-29,2024-03-02,107,32.11,3435.77,20.96,2242.72,44.45,CAR01,Delivered
13182,11375,2024-02-29,2024-03-02,85,39.96,3396.6,25.54,2170.9,36.75,CAR01,Delivered
13183,11376,2024-02-29,2024-03-02,44,32.58,1433.52,21.27,935.88,29.0,CAR02,Delivered
13184,11378,2024-02-29,2024-03-01,72,21.76,1566.72,14.2,1022.4,43.0,CAR02,Delivered
13185,11380,2024-02-29,2024-03-02,77,45.59,3510.43,29.14,2243.78,45.5,CAR03,Delivered
13186,11382,2024-02-29,2024-03-01,52,43.0,2236.0,26.66,1386.32,33.0,CAR03,Delivered
13187,11383,2024-02-29,2024-03-01,53,38.46,2038.38,25.92,1373.76,25.55,CAR01,Delivered
13188,11387,2024-02-29,2024-03-03,67,41.2,2760.4,25.54,1711.18,40.5,CAR03,Delivered
13189,11392,2024-02-29,2024-03-01,67,33.73,2259.91,22.01,1474.67,40.5,CAR02,Delivered
13190,11393,2024-02-29,2024-03-02,36,43.94,1581.84,28.09,1011.24,19.6,CAR01,Delivered
13191,11398,2024-02-29,2024-03-01,100,17.39,1739.0,11.35,1135.0,57.0,CAR02,Delivered
13192,11400,2024-02-29,2024-03-01,32,18.95,606.4,12.77,408.64,23.0,CAR03,Delivered
13193,11402,2024-02-29,2024-03-02,35,36.34,1271.9,24.49,857.15,19.25,CAR01,Delivered
13194,11402,2024-02-29,2024-03-03,35,36.34,1271.9,24.49,857.15,24.5,CAR02,Delivered
13195,11403,2024-02-29,2024-03-03,66,32.1,2118.6,19.9,1313.4,30.1,CAR01,Delivered
13196,11406,2024-02-29,2024-03-03,74,55.0,4070.0,34.1,2523.4,44.0,CAR03,Delivered
13197,11408,2024-02-29,2024-03-01,86,16.0,1376.0,9.92,853.12,50.0,CAR02,Delivered
13198,11409,2024-02-29,2024-03-01,98,37.44,3669.12,25.23,2472.54,56.0,CAR02,Delivered
13199,11412,2024-02-29,2024-03-03,82,39.14,3209.48,25.54,2094.28,48.0,CAR03,Delivered
13200,11415,2024-02-29,2024-03-01,109,35.33,3850.97,23.81,2595.29,61.5,CAR02,Delivered
13201,11416,2024-02-29,2024-03-03,41,47.0,1927.0,29.14,1194.74,21.35,CAR01,Delivered
13202,11418,2024-02-29,2024-03-02,110,39.23,4315.3,25.61,2817.1,62.0,CAR02,Delivered
13203,11421,2024-02-29,2024-03-01,52,24.2,1258.4,16.31,848.12,25.2,CAR01,Delivered
13204,11426,2024-02-29,2024-03-03,98,54.43,5334.14,35.53,3481.94,56.0,CAR03,Delivered
13205,11429,2024-02-29,2024-03-03,100,33.76,3376.0,22.75,2275.0,57.0,CAR03,Delivered
13206,11431,2024-02-29,2024-03-02,33,29.92,987.36,19.53,644.49,23.5,CAR03,Delivered
13207,11431,2024-02-29,2024-03-03,33,29.92,987.36,19.53,644.49,23.5,CAR02,Delivered
13208,11447,2024-02-29,2024-03-03,37,53.35,1973.95,34.1,1261.7,25.5,CAR02,Delivered
13209,11447,2024-02-29,2024-03-02,37,53.35,1973.95,34.1,1261.7,25.5,CAR02,Delivered
13210,11448,2024-02-29,2024-03-02,104,52.72,5482.88,35.53,3695.12,59.0,CAR02,Delivered
13211,11449,2024-02-29,2024-03-02,71,23.86,1694.06,15.25,1082.75,42.5,CAR03,Delivered
13212,11451,2024-02-29,2024-03-01,70,38.1,2667.0,24.86,1740.2,31.5,CAR01,Delivered
13213,11456,2024-02-29,2024-03-02,89,15.2,1352.8,9.92,882.88,51.5,CAR03,Delivered
13214,11458,2024-02-29,2024-03-02,42,47.82,2008.44,30.57,1283.94,28.0,CAR02,Delivered
13215,11461,2024-02-29,2024-03-03,104,26.86,2793.44,18.1,1882.4,43.4,CAR01,Delivered
13216,11462,2024-02-29,2024-03-02,95,49.47,4699.65,31.62,3003.9,40.25,CAR01,Delivered
13217,11463,2024-02-29,2024-03-01,49,26.68,1307.32,17.05,835.45,31.5,CAR02,Delivered
13218,11466,2024-02-29,2024-03-03,36,25.2,907.2,15.62,562.32,25.0,CAR02,Delivered
13219,11466,2024-02-29,2024-03-03,36,25.2,907.2,15.62,562.32,25.0,CAR03,Delivered
13220,11473,2024-02-29,2024-03-02,50,31.65,1582.5,21.33,1066.5,32.0,CAR03,Delivered
13221,11475,2024-02-29,2024-03-01,41,40.06,1642.46,25.61,1050.01,21.35,CAR01,Delivered
13222,11475,2024-02-29,2024-03-02,41,40.06,1642.46,25.61,1050.01,27.5,CAR03,Delivered
13223,11477,2024-02-29,2024-03-01,30,17.39,521.7,11.35,340.5,17.5,CAR01,Delivered
13224,11480,2024-02-29,2024-03-01,16,38.9,622.4,24.12,385.92,15.0,CAR03,Delivered
13225,11480,2024-02-29,2024-03-03,17,38.9,661.3,24.12,410.04,15.5,CAR02,Delivered
13226,11481,2024-02-29,2024-03-01,84,40.55,3406.2,25.92,2177.28,36.4,CAR01,Delivered
13227,11483,2024-02-29,2024-03-01,82,40.1,3288.2,24.86,2038.52,35.7,CAR01,Delivered
13228,11485,2024-02-29,2024-03-01,39,32.6,1271.4,20.21,788.19,26.5,CAR02,Delivered
13229,11486,2024-02-29,2024-03-02,39,28.98,1130.22,19.53,761.67,20.65,CAR01,Delivered
13230,11488,2024-02-29,2024-03-01,81,22.21,1799.01,14.2,1150.2,47.5,CAR02,Delivered
13231,11490,2024-02-29,2024-03-03,52,33.85,1760.2,21.64,1125.28,25.2,CAR01,Delivered
13232,11490,2024-02-29,2024-03-03,52,33.85,1760.2,21.64,1125.28,33.0,CAR03,Delivered
13233,11492,2024-02-29,2024-03-02,32,49.04,1569.28,33.05,1057.6,23.0,CAR03,Delivered
13234,11493,2024-02-29,2024-03-02,30,25.76,772.8,17.36,520.8,22.0,CAR02,Delivered
13235,11499,2024-02-29,2024-03-03,56,18.4,1030.4,12.4,694.4,35.0,CAR02,Delivered
13236,11500,2024-02-29,2024-03-02,44,44.8,1971.2,30.19,1328.36,22.4,CAR01,Delivered
13237,11502,2024-02-29,2024-03-03,91,46.37,4219.67,31.25,2843.75,38.85,CAR01,Delivered
13238,11513,2024-02-29,2024-03-01,27,24.0,648.0,14.88,401.76,16.45,CAR01,Delivered
13239,11518,2024-02-29,2024-03-03,74,25.2,1864.8,15.62,1155.88,44.0,CAR02,Delivered
13240,11522,2024-02-29,2024-03-03,80,55.58,4446.4,35.53,2842.4,35.0,CAR01,Delivered
13241,11529,2024-02-29,2024-03-02,46,24.0,1104.0,14.88,684.48,23.1,CAR01,Delivered
13242,11531,2024-02-29,2024-03-01,37,57.3,2120.1,35.53,1314.61,25.5,CAR03,Delivered
13243,11534,2024-02-29,2024-03-02,106,23.86,2529.16,15.25,1616.5,44.1,CAR01,Delivered
13244,11536,2024-02-29,2024-03-01,14,48.48,678.72,32.67,457.38,11.9,CAR01,Delivered
13245,11536,2024-02-29,2024-03-02,14,48.48,678.72,32.67,457.38,14.0,CAR02,Delivered
13246,11538,2024-02-29,2024-03-03,19,38.32,728.08,24.49,465.31,16.5,CAR02,Delivered
13247,11538,2024-02-29,2024-03-02,20,38.32,766.4,24.49,489.8,17.0,CAR03,Delivered
13248,11549,2024-02-29,2024-03-02,38,47.88,1819.44,31.25,1187.5,26.0,CAR03,Delivered
13249,11552,2024-02-29,2024-03-02,52,38.4,1996.8,23.81,1238.12,25.2,CAR01,Delivered
13250,11555,2024-02-29,2024-03-01,93,18.3,1701.9,11.35,1055.55,53.5,CAR03,Delivered
13251,11556,2024-02-29,2024-03-02,67,38.46,2576.82,25.92,1736.64,40.5,CAR03,Delivered
13252,11560,2024-02-29,2024-03-02,43,33.37,1434.91,21.33,917.19,22.05,CAR01,Delivered
13253,11560,2024-02-29,2024-03-03,43,33.37,1434.91,21.33,917.19,22.05,CAR01,Delivered
13254,11564,2024-02-29,2024-03-03,78,25.3,1973.4,17.05,1329.9,34.3,CAR01,Delivered
13255,11565,2024-02-29,2024-03-03,96,21.63,2076.48,13.83,1327.68,55.0,CAR03,Delivered
13256,11566,2024-02-29,2024-03-03,103,50.64,5215.92,33.05,3404.15,58.5,CAR02,Delivered
13257,11567,2024-02-29,2024-03-02,19,27.74,527.06,18.1,343.9,16.5,CAR02,Delivered
13258,11567,2024-02-29,2024-03-03,19,27.74,527.06,18.1,343.9,16.5,CAR02,Delivered
13259,11568,2024-02-29,2024-03-02,85,38.0,3230.0,25.61,2176.85,49.5,CAR03,Delivered
13260,11570,2024-02-29,2024-03-02,70,30.4,2128.0,19.84,1388.8,31.5,CAR01,Delivered
13261,11581,2024-02-29,2024-03-03,61,27.5,1677.5,17.05,1040.05,37.5,CAR02,Delivered
13262,11583,2024-02-29,2024-03-01,48,41.8,2006.4,25.92,1244.16,23.8,CAR01,Delivered
13263,11583,2024-02-29,2024-03-02,48,41.8,2006.4,25.92,1244.16,23.8,CAR01,Delivered
13264,11590,2024-02-29,2024-03-03,86,51.12,4396.32,32.67,2809.62,50.0,CAR03,Delivered
13265,11594,2024-02-29,2024-03-01,83,47.88,3974.04,31.25,2593.75,48.5,CAR03,Delivered
13266,11597,2024-02-29,2024-03-02,57,38.4,2188.8,23.81,1357.17,26.95,CAR01,Delivered
13267,11602,2024-02-29,2024-03-02,41,21.19,868.79,13.83,567.03,27.5,CAR03,Delivered
13268,11602,2024-02-29,2024-03-03,42,21.19,889.98,13.83,580.86,28.0,CAR02,Delivered
13269,11603,2024-02-29,2024-03-01,30,44.43,1332.9,28.4,852.0,17.5,CAR01,Delivered
13270,11606,2024-02-29,2024-03-01,32,44.1,1411.2,27.34,874.88,18.2,CAR01,Delivered
13271,11606,2024-02-29,2024-03-03,32,44.1,1411.2,27.34,874.88,23.0,CAR02,Delivered
13272,11607,2024-02-29,2024-03-03,45,28.43,1279.35,19.16,862.2,29.5,CAR03,Delivered
13273,11609,2024-02-29,2024-03-02,91,25.76,2344.16,17.36,1579.76,38.85,CAR01,Delivered
13274,11610,2024-02-29,2024-03-03,98,16.0,1568.0,9.92,972.16,41.3,CAR01,Delivered
13275,11616,2024-02-29,2024-03-03,12,34.87,418.44,22.75,273.0,13.0,CAR02,Delivered
13276,11616,2024-02-29,2024-03-03,13,34.87,453.31,22.75,295.75,13.5,CAR03,Delivered
13277,11617,2024-02-29,2024-03-01,47,35.34,1660.98,23.06,1083.82,23.45,CAR01,Delivered
13278,11621,2024-02-29,2024-03-03,93,46.92,4363.56,31.62,2940.66,53.5,CAR02,Delivered
13279,11625,2024-02-29,2024-03-03,48,42.4,2035.2,26.29,1261.92,31.0,CAR02,Delivered
13280,11628,2024-02-29,2024-03-01,77,23.94,1843.38,15.62,1202.74,45.5,CAR03,Delivered
13281,11634,2024-02-29,2024-03-02,26,55.0,1430.0,34.1,886.6,16.1,CAR01,Delivered
13282,11635,2024-02-29,2024-03-03,44,15.2,668.8,9.92,436.48,29.0,CAR03,Delivered
13283,11635,2024-02-29,2024-03-03,45,15.2,684.0,9.92,446.4,22.75,CAR01,Delivered
13284,11637,2024-02-29,2024-03-03,36,45.8,1648.8,28.4,1022.4,25.0,CAR03,Delivered
13285,11642,2024-02-29,2024-03-03,29,52.25,1515.25,34.1,988.9,21.5,CAR02,Delivered
13286,11643,2024-02-29,2024-03-03,26,32.11,834.86,20.96,544.96,20.0,CAR03,Delivered
13287,11644,2024-02-29,2024-03-02,69,31.04,2141.76,19.84,1368.96,31.15,CAR01,Delivered
13288,11647,2024-02-29,2024-03-02,56,21.07,1179.92,14.2,795.2,35.0,CAR02,Delivered
13289,11648,2024-02-29,2024-03-03,70,28.0,1960.0,17.36,1215.2,42.0,CAR03,Delivered
13290,11650,2024-02-29,2024-03-01,14,45.7,639.8,29.82,417.48,14.0,CAR02,Delivered
13291,11650,2024-02-29,2024-03-01,15,45.7,685.5,29.82,447.3,12.25,CAR01,Delivered
13292,11651,2024-02-29,2024-03-02,15,30.4,456.0,19.84,297.6,12.25,CAR01,Delivered
13293,11651,2024-02-29,2024-03-03,15,30.4,456.0,19.84,297.6,12.25,CAR01,Delivered
13294,11652,2024-02-29,2024-03-02,47,21.07,990.29,14.2,667.4,30.5,CAR03,Delivered
13295,11653,2024-02-29,2024-03-02,28,26.68,747.04,17.05,477.4,21.0,CAR02,Delivered
13296,11653,2024-02-29,2024-03-01,28,26.68,747.04,17.05,477.4,21.0,CAR02,Delivered
13297,11657,2024-02-29,2024-03-02,32,37.05,1185.6,24.18,773.76,23.0,CAR03,Delivered
13298,11658,2024-02-29,2024-03-01,14,52.7,737.8,32.67,457.38,11.9,CAR01,Delivered
13299,11658,2024-02-29,2024-03-01,14,52.7,737.8,32.67,457.38,14.0,CAR03,Delivered
13300,11663,2024-02-29,2024-03-02,68,43.0,2924.0,26.66,1812.88,41.0,CAR03,Delivered
13301,11669,2024-02-29,2024-03-03,103,44.25,4557.75,29.82,3071.46,58.5,CAR03,Delivered
13302,11670,2024-02-29,2024-03-03,33,18.4,607.2,12.4,409.2,23.5,CAR02,Delivered
13303,11670,2024-02-29,2024-03-01,34,18.4,625.6,12.4,421.6,18.9,CAR01,Delivered
13304,11674,2024-02-29,2024-03-02,17,37.73,641.41,24.12,410.04,12.95,CAR01,Delivered
13305,11674,2024-02-29,2024-03-01,17,37.73,641.41,24.12,410.04,12.95,CAR01,Delivered
13306,11675,2024-02-29,2024-03-01,24,45.36,1088.64,30.57,733.68,19.0,CAR03,Delivered
13307,11681,2024-02-29,2024-03-02,84,23.37,1963.08,15.25,1281.0,49.0,CAR03,Delivered
13308,11682,2024-02-29,2024-03-02,38,28.31,1075.78,18.48,702.24,26.0,CAR02,Delivered
13309,11682,2024-02-29,2024-03-02,39,28.31,1104.09,18.48,720.72,26.5,CAR03,Delivered
13310,11295,2024-03-01,2024-03-04,96,47.0,4512.0,29.14,2797.44,40.6,CAR01,Delivered
13311,11297,2024-03-01,2024-03-02,81,50.6,4098.6,34.1,2762.1,47.5,CAR02,Delivered
13312,11302,2024-03-01,2024-03-02,37,43.36,1604.32,27.71,1025.27,19.95,CAR01,Delivered
13313,11307,2024-03-01,2024-03-03,28,21.63,605.64,13.83,387.24,21.0,CAR02,Delivered
13314,11307,2024-03-01,2024-03-04,28,21.63,605.64,13.83,387.24,21.0,CAR02,Delivered
13315,11308,2024-03-01,2024-03-03,94,49.04,4609.76,33.05,3106.7,39.9,CAR01,Delivered
13316,11309,2024-03-01,2024-03-04,27,43.04,1162.08,28.09,758.43,20.5,CAR02,Delivered
13317,11311,2024-03-01,2024-03-03,95,31.54,2996.3,20.58,1955.1,54.5,CAR03,Delivered
13318,11312,2024-03-01,2024-03-02,85,38.4,3264.0,23.81,2023.85,49.5,CAR03,Delivered
13319,11317,2024-03-01,2024-03-04,93,45.3,4212.9,28.09,2612.37,53.5,CAR02,Delivered
13320,11325,2024-03-01,2024-03-04,100,28.31,2831.0,18.48,1848.0,57.0,CAR02,Delivered
13321,11326,2024-03-01,2024-03-04,67,23.86,1598.62,15.25,1021.75,40.5,CAR03,Delivered
13322,11328,2024-03-01,2024-03-03,71,33.85,2403.35,21.64,1536.44,31.85,CAR01,Delivered
13323,11330,2024-03-01,2024-03-04,73,25.55,1865.15,16.68,1217.64,32.55,CAR01,Delivered
13324,11334,2024-03-01,2024-03-04,54,37.8,2041.2,23.44,1265.76,34.0,CAR03,Delivered
13325,11335,2024-03-01,2024-03-03,101,29.8,3009.8,18.48,1866.48,42.35,CAR01,Delivered
13326,11339,2024-03-01,2024-03-04,47,24.75,1163.25,16.68,783.96,30.5,CAR03,Delivered
13327,11342,2024-03-01,2024-03-03,46,34.78,1599.88,23.44,1078.24,23.1,CAR01,Delivered
13328,11342,2024-03-01,2024-03-02,46,34.78,1599.88,23.44,1078.24,30.0,CAR03,Delivered
13329,11346,2024-03-01,2024-03-02,43,21.19,911.17,13.83,594.69,22.05,CAR01,Delivered
13330,11348,2024-03-01,2024-03-03,28,46.66,1306.48,29.82,834.96,21.0,CAR02,Delivered
13331,11349,2024-03-01,2024-03-03,37,29.8,1102.6,18.48,683.76,25.5,CAR03,Delivered
13332,11350,2024-03-01,2024-03-03,70,57.3,4011.0,35.53,2487.1,42.0,CAR02,Delivered
13333,11353,2024-03-01,2024-03-04,21,24.2,508.2,16.31,342.51,14.35,CAR01,Delivered
13334,11353,2024-03-01,2024-03-04,21,24.2,508.2,16.31,342.51,17.5,CAR03,Delivered
13335,11359,2024-03-01,2024-03-03,45,49.04,2206.8,33.05,1487.25,29.5,CAR03,Delivered
13336,11364,2024-03-01,2024-03-04,68,31.54,2144.72,20.58,1399.44,41.0,CAR02,Delivered
13337,11367,2024-03-01,2024-03-02,58,26.09,1513.22,16.68,967.44,36.0,CAR03,Delivered
13338,11381,2024-03-01,2024-03-04,42,26.6,1117.2,17.36,729.12,28.0,CAR02,Delivered
13339,11384,2024-03-01,2024-03-03,33,39.23,1294.59,25.61,845.13,23.5,CAR03,Delivered
13340,11384,2024-03-01,2024-03-03,34,39.23,1333.82,25.61,870.74,24.0,CAR02,Delivered
13341,11385,2024-03-01,2024-03-02,48,43.04,2065.92,28.09,1348.32,31.0,CAR02,Delivered
13342,11391,2024-03-01,2024-03-02,52,31.56,1641.12,21.27,1106.04,33.0,CAR03,Delivered
13343,11404,2024-03-01,2024-03-04,93,38.9,3617.7,24.86,2311.98,53.5,CAR03,Delivered
13344,11410,2024-03-01,2024-03-03,88,44.7,3933.6,27.71,2438.48,51.0,CAR02,Delivered
13345,11411,2024-03-01,2024-03-03,34,44.65,1518.1,29.14,990.76,24.0,CAR02,Delivered
13346,11413,2024-03-01,2024-03-02,46,47.88,2202.48,31.25,1437.5,30.0,CAR03,Delivered
13347,11414,2024-03-01,2024-03-04,66,37.05,2445.3,24.18,1595.88,40.0,CAR03,Delivered
13348,11419,2024-03-01,2024-03-04,98,29.8,2920.4,18.48,1811.04,56.0,CAR02,Delivered
13349,11423,2024-03-01,2024-03-04,20,26.3,526.0,16.31,326.2,17.0,CAR03,Delivered
13350,11423,2024-03-01,2024-03-02,20,26.3,526.0,16.31,326.2,17.0,CAR02,Delivered
13351,11424,2024-03-01,2024-03-03,89,45.59,4057.51,29.14,2593.46,38.15,CAR01,Delivered
13352,11428,2024-03-01,2024-03-04,91,40.55,3690.05,25.92,2358.72,52.5,CAR03,Delivered
13353,11435,2024-03-01,2024-03-02,29,35.88,1040.52,24.18,701.22,21.5,CAR03,Delivered
13354,11438,2024-03-01,2024-03-04,82,25.2,2066.4,15.62,1280.84,48.0,CAR02,Delivered
13355,11442,2024-03-01,2024-03-04,26,28.98,753.48,19.53,507.78,20.0,CAR02,Delivered
13356,11443,2024-03-01,2024-03-03,27,34.22,923.94,23.06,622.62,20.5,CAR03,Delivered
