OrderLineID,OrderID,LineNumber,OrderDate,PromisedDate,CustomerID,ProductID,ProductName,Category,Brand,UnitsPerCase,WarehouseID,OrderedCases,CancelledCases,ListPricePerCaseGBP,DiscountRate,PromoCode,OrderStatus
22459,SO0011314,2,2024-04-23,2024-04-27,11314,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH02,25,0,31.5,0,,Closed
22460,SO0011314,3,2024-04-23,2024-04-27,11314,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH02,73,0,51.0,0.05,,Closed
22461,SO0011315,1,2024-04-23,2024-04-27,11315,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH03,68,0,44.7,0,,Closed
22462,SO0011316,1,2024-04-23,2024-04-27,11316,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH04,107,0,30.9,0,,Closed
22463,SO0011317,1,2024-04-23,2024-04-27,11317,SKU001,Beverages Variant 01,Beverages,Vale,24,WH01,66,0,18.3,0.03,,Closed
22464,SO0011318,1,2024-04-23,2024-04-27,11318,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH02,108,0,57.3,0.05,,Closed
22465,SO0011318,2,2024-04-23,2024-04-27,11318,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH02,67,0,24.0,0.05,,Closed
22466,SO0011318,3,2024-04-23,2024-04-27,11318,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH02,110,0,45.3,0.05,,Closed
22467,SO0011319,1,2024-04-23,2024-04-27,11319,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH03,70,0,43.5,0.08,,Closed
22468,SO0011319,2,2024-04-23,2024-04-27,11319,SKU004,Beverages Variant 04,Beverages,Vale,24,WH03,86,0,25.2,0,,Closed
22469,SO0011319,3,2024-04-23,2024-04-27,11319,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH03,68,0,50.4,0.05,,Closed
22470,SO0011320,1,2024-04-23,2024-04-27,11320,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH04,74,0,45.3,0,,Closed
22471,SO0011321,1,2024-04-23,2024-04-27,11321,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH01,105,0,38.9,0,,Closed
22472,SO0011322,1,2024-04-23,2024-04-27,11322,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH02,52,0,48.1,0.08,,Closed
22473,SO0011323,1,2024-04-23,2024-04-27,11323,SKU041,Home Care Variant 05,Home Care,BrightNest,6,WH03,101,0,39.5,0.08,,Closed
22474,SO0011323,2,2024-04-23,2024-04-27,11323,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH03,58,0,24.0,0.03,,Closed
22475,SO0011323,3,2024-04-23,2024-04-27,11323,SKU020,Snacks Variant 08,Snacks,Crispa,6,WH03,34,0,38.4,0,,Closed
22476,SO0011324,1,2024-04-23,2024-04-27,11324,SKU010,Beverages Variant 10,Beverages,Vale,24,WH04,62,0,39.0,0,,Closed
22477,SO0011324,2,2024-04-23,2024-04-27,11324,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH04,104,0,47.0,0.05,,Closed
22478,SO0011325,1,2024-04-23,2024-04-27,11325,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH01,65,0,44.7,0.08,,Closed
22479,SO0011325,2,2024-04-23,2024-04-27,11325,SKU037,Home Care Variant 01,Home Care,BrightNest,24,WH01,95,0,30.3,0,,Closed
22480,SO0011326,1,2024-04-23,2024-04-27,11326,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH02,84,0,28.0,0.05,,Closed
22481,SO0011326,2,2024-04-23,2024-04-27,11326,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH02,82,0,32.6,0.03,,Closed
22482,SO0011326,3,2024-04-23,2024-04-27,11326,SKU008,Beverages Variant 08,Beverages,Vale,6,WH02,32,0,34.4,0,,Closed
22483,SO0011327,1,2024-04-23,2024-04-27,11327,SKU037,Home Care Variant 01,Home Care,BrightNest,24,WH03,78,0,30.3,0.08,,Closed
22484,SO0011327,2,2024-04-23,2024-04-27,11327,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH03,104,0,50.4,0.08,,Closed
22485,SO0011328,1,2024-04-23,2024-04-27,11328,SKU011,Beverages Variant 11,Beverages,Vale,6,WH04,32,0,41.3,0.05,,Closed
22486,SO0011328,2,2024-04-23,2024-04-27,11328,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH04,73,0,36.1,0.08,,Closed
22487,SO0011329,1,2024-04-23,2024-04-27,11329,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH01,89,0,42.4,0.03,,Closed
22488,SO0011329,2,2024-04-23,2024-04-27,11329,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH01,52,0,38.9,0.05,,Closed
22489,SO0011330,1,2024-04-23,2024-04-27,11330,SKU012,Beverages Variant 12,Beverages,Vale,12,WH02,94,0,16.0,0.05,,Closed
22490,SO0011330,2,2024-04-23,2024-04-27,11330,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH02,37,0,40.7,0,,Closed
22491,SO0011331,1,2024-04-23,2024-04-27,11331,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH03,87,0,28.0,0.05,,Closed
22492,SO0011332,1,2024-04-23,2024-04-27,11332,SKU009,Beverages Variant 09,Beverages,Vale,12,WH04,55,0,36.7,0.08,,Closed
22493,SO0011333,1,2024-04-23,2024-04-27,11333,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH01,52,0,46.4,0.05,,Closed
22494,SO0011333,2,2024-04-23,2024-04-27,11333,SKU005,Beverages Variant 05,Beverages,Vale,6,WH01,46,0,27.5,0.05,,Closed
22495,SO0011334,1,2024-04-23,2024-04-27,11334,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH02,84,0,55.0,0,,Closed
22496,SO0011334,2,2024-04-23,2024-04-27,11334,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH02,70,0,57.3,0.05,,Closed
22497,SO0011335,1,2024-04-23,2024-04-27,11335,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH03,43,0,52.7,0.05,,Closed
22498,SO0011335,2,2024-04-23,2024-04-27,11335,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH03,101,0,48.1,0.03,,Closed
22499,SO0011336,1,2024-04-23,2024-04-27,11336,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH04,84,0,33.8,0.03,,Closed
22500,SO0011336,2,2024-04-23,2024-04-27,11336,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH04,105,0,50.4,0.08,,Closed
22501,SO0011336,3,2024-04-23,2024-04-27,11336,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH04,25,0,41.8,0.05,,Closed
22502,SO0011337,1,2024-04-23,2024-04-27,11337,SKU005,Beverages Variant 05,Beverages,Vale,6,WH01,85,0,27.5,0.08,,Closed
22503,SO0011337,2,2024-04-23,2024-04-27,11337,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH01,96,0,24.6,0.03,,Closed
22504,SO0011338,1,2024-04-23,2024-04-27,11338,SKU001,Beverages Variant 01,Beverages,Vale,24,WH02,85,0,18.3,0.08,,Closed
22505,SO0011338,2,2024-04-23,2024-04-27,11338,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH02,66,0,46.4,0,,Closed
22506,SO0011338,3,2024-04-23,2024-04-27,11338,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH02,27,0,40.1,0,,Closed
22507,SO0011339,1,2024-04-23,2024-04-27,11339,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH03,62,0,50.4,0.08,,Closed
22508,SO0011340,1,2024-04-23,2024-04-27,11340,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH04,73,0,28.0,0.03,,Closed
22509,SO0011340,2,2024-04-23,2024-04-27,11340,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH04,27,0,49.3,0,,Closed
22510,SO0011341,1,2024-04-23,2024-04-27,11341,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH01,50,0,47.0,0.05,,Closed
22511,SO0011341,2,2024-04-23,2024-04-27,11341,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH01,83,0,44.1,0,,Closed
22512,SO0011341,3,2024-04-23,2024-04-27,11341,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH01,44,0,33.8,0,,Closed
22513,SO0011342,1,2024-04-23,2024-04-27,11342,SKU020,Snacks Variant 08,Snacks,Crispa,6,WH02,73,0,38.4,0,,Closed
22514,SO0011342,2,2024-04-23,2024-04-27,11342,SKU011,Beverages Variant 11,Beverages,Vale,6,WH02,64,0,41.3,0,,Closed
22515,SO0011342,3,2024-04-23,2024-04-27,11342,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH02,46,0,33.2,0.05,,Closed
22516,SO0011343,1,2024-04-23,2024-04-27,11343,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH03,80,0,40.7,0,,Closed
22517,SO0011343,2,2024-04-23,2024-04-27,11343,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH03,84,0,52.7,0.05,,Closed
22518,SO0011344,1,2024-04-23,2024-04-27,11344,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH04,89,0,57.3,0.05,,Closed
22519,SO0011344,2,2024-04-23,2024-04-27,11344,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH04,46,0,26.3,0.08,,Closed
22520,SO0011345,1,2024-04-23,2024-04-27,11345,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH01,83,0,37.8,0.03,,Closed
22521,SO0011345,2,2024-04-23,2024-04-27,11345,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH01,55,0,40.1,0.03,,Closed
22522,SO0011346,1,2024-04-23,2024-04-27,11346,SKU008,Beverages Variant 08,Beverages,Vale,6,WH02,76,0,34.4,0.05,,Closed
22523,SO0011347,1,2024-04-23,2024-04-27,11347,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH03,75,0,51.0,0.08,,Closed
22524,SO0011347,2,2024-04-23,2024-04-27,11347,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH03,94,0,43.0,0.03,,Closed
22525,SO0011347,3,2024-04-23,2024-04-27,11347,SKU039,Home Care Variant 03,Home Care,BrightNest,12,WH03,35,0,34.9,0.08,,Closed
22526,SO0011348,1,2024-04-23,2024-04-27,11348,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH04,65,0,20.0,0.03,,Closed
22527,SO0011348,2,2024-04-23,2024-04-27,11348,SKU007,Beverages Variant 07,Beverages,Vale,24,WH04,78,0,32.1,0.08,,Closed
22528,SO0011349,1,2024-04-23,2024-04-27,11349,SKU009,Beverages Variant 09,Beverages,Vale,12,WH01,85,0,36.7,0.05,,Closed
22529,SO0011349,2,2024-04-23,2024-04-27,11349,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH01,97,0,47.0,0.08,,Closed
22530,SO0011350,1,2024-04-23,2024-04-27,11350,SKU005,Beverages Variant 05,Beverages,Vale,6,WH02,97,0,27.5,0,,Closed
22531,SO0011351,1,2024-04-23,2024-04-27,11351,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH03,105,0,31.5,0.03,,Closed
22532,SO0011352,1,2024-04-23,2024-04-27,11352,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH04,48,0,32.0,0,,Closed
22533,SO0011352,2,2024-04-23,2024-04-27,11352,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH04,93,0,26.3,0.03,,Closed
22534,SO0011353,1,2024-04-23,2024-04-27,11353,SKU004,Beverages Variant 04,Beverages,Vale,24,WH01,40,0,25.2,0.08,,Closed
22535,SO0011353,2,2024-04-23,2024-04-27,11353,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH01,86,0,26.3,0.03,,Closed
22536,SO0011353,3,2024-04-23,2024-04-27,11353,SKU016,Snacks Variant 04,Snacks,Crispa,24,WH01,38,0,29.2,0,,Closed
22537,SO0011354,1,2024-04-23,2024-04-27,11354,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH02,102,0,33.8,0,,Closed
22538,SO0011354,2,2024-04-23,2024-04-27,11354,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH02,78,0,41.2,0.03,,Closed
22539,SO0011354,3,2024-04-23,2024-04-27,11354,SKU006,Beverages Variant 06,Beverages,Vale,12,WH02,58,0,29.8,0,,Closed
22540,SO0011355,1,2024-04-23,2024-04-27,11355,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH03,33,0,32.6,0,,Closed
22541,SO0011355,2,2024-04-23,2024-04-27,11355,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH03,93,0,26.3,0.03,,Closed
22542,SO0011356,1,2024-04-23,2024-04-27,11356,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH04,61,0,55.0,0.08,,Closed
22543,SO0011356,2,2024-04-23,2024-04-27,11356,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH04,64,0,44.7,0.08,,Closed
22544,SO0011357,1,2024-04-23,2024-04-27,11357,SKU007,Beverages Variant 07,Beverages,Vale,24,WH01,28,0,32.1,0.08,,Closed
22545,SO0011357,2,2024-04-23,2024-04-27,11357,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH01,88,0,48.7,0.08,,Closed
22546,SO0011357,3,2024-04-23,2024-04-27,11357,SKU004,Beverages Variant 04,Beverages,Vale,24,WH01,108,0,25.2,0.03,,Closed
22547,SO0011358,1,2024-04-23,2024-04-27,11358,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH02,63,0,45.3,0.05,,Closed
22548,SO0011358,2,2024-04-23,2024-04-27,11358,SKU049,Packaged Foods Variant 01,Packaged Foods,PantryCo,24,WH02,83,0,34.3,0,,Closed
22549,SO0011358,3,2024-04-23,2024-04-27,11358,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH02,93,0,24.0,0.08,,Closed
22550,SO0011359,1,2024-04-23,2024-04-27,11359,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH03,31,0,24.6,0,,Closed
22551,SO0011359,2,2024-04-23,2024-04-27,11359,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH03,42,0,20.0,0.05,,Closed
22552,SO0011360,1,2024-04-23,2024-04-27,11360,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH04,99,0,42.4,0,,Closed
22553,SO0011360,2,2024-04-23,2024-04-27,11360,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH04,108,0,40.7,0.05,,Closed
22554,SO0011360,3,2024-04-23,2024-04-27,11360,SKU001,Beverages Variant 01,Beverages,Vale,24,WH04,40,0,18.3,0.05,,Closed
22555,SO0011361,1,2024-04-23,2024-04-27,11361,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH01,59,0,45.8,0.03,,Closed
22556,SO0011362,1,2024-04-23,2024-04-27,11362,SKU011,Beverages Variant 11,Beverages,Vale,6,WH02,107,0,41.3,0.08,,Closed
22557,SO0011362,2,2024-04-23,2024-04-27,11362,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,48,0,36.6,0.08,,Closed
22558,SO0011363,1,2024-04-23,2024-04-27,11363,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH03,72,0,41.8,0.05,,Closed
22559,SO0011363,2,2024-04-23,2024-04-27,11363,SKU002,Beverages Variant 02,Beverages,Vale,6,WH03,43,0,20.6,0.08,,Closed
22560,SO0011363,3,2024-04-23,2024-04-27,11363,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH03,90,0,44.7,0,,Closed
22561,SO0011364,1,2024-04-23,2024-04-27,11364,SKU001,Beverages Variant 01,Beverages,Vale,24,WH04,105,0,18.3,0.05,,Closed
22562,SO0011364,2,2024-04-23,2024-04-27,11364,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH04,108,0,33.8,0.05,,Closed
22563,SO0011364,3,2024-04-23,2024-04-27,11364,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH04,71,0,48.7,0.08,,ClosedShort
22564,SO0011365,1,2024-04-23,2024-04-27,11365,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,65,0,35.5,0.05,,Closed
22565,SO0011366,1,2024-04-23,2024-04-27,11366,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH02,59,0,41.2,0.05,,Closed
22566,SO0011366,2,2024-04-23,2024-04-27,11366,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH02,38,0,24.0,0.08,,Closed
22567,SO0011366,3,2024-04-23,2024-04-27,11366,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH02,75,0,32.0,0,,Closed
22568,SO0011367,1,2024-04-23,2024-04-27,11367,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH03,44,0,50.4,0.05,,Closed
22569,SO0011368,1,2024-04-23,2024-04-27,11368,SKU020,Snacks Variant 08,Snacks,Crispa,6,WH04,95,0,38.4,0.08,,Closed
22570,SO0011368,2,2024-04-23,2024-04-27,11368,SKU009,Beverages Variant 09,Beverages,Vale,12,WH04,93,0,36.7,0.03,,Closed
22571,SO0011368,3,2024-04-23,2024-04-27,11368,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH04,51,0,43.5,0.05,,Closed
22572,SO0011369,1,2024-04-23,2024-04-27,11369,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH01,56,0,48.1,0.03,,Closed
22573,SO0011369,2,2024-04-23,2024-04-27,11369,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH01,28,0,52.7,0.05,,Closed
22574,SO0011370,1,2024-04-23,2024-04-27,11370,SKU015,Snacks Variant 03,Snacks,Crispa,12,WH02,102,0,26.9,0,,Closed
22575,SO0011370,2,2024-04-23,2024-04-27,11370,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH02,110,0,36.1,0.05,,Closed
22576,SO0011371,1,2024-04-23,2024-04-27,11371,SKU006,Beverages Variant 06,Beverages,Vale,12,WH03,39,0,29.8,0,,Closed
22577,SO0011371,2,2024-04-23,2024-04-27,11371,SKU001,Beverages Variant 01,Beverages,Vale,24,WH03,34,0,18.3,0,,Closed
22578,SO0011372,1,2024-04-23,2024-04-27,11372,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH04,43,0,35.5,0.03,,Closed
22579,SO0011372,2,2024-04-23,2024-04-27,11372,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH04,37,0,55.0,0,,Closed
22580,SO0011372,3,2024-04-23,2024-04-27,11372,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH04,51,0,46.4,0.05,,Closed
22581,SO0011373,1,2024-04-23,2024-04-27,11373,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH01,49,0,24.0,0.05,,Closed
22582,SO0011374,1,2024-04-23,2024-04-27,11374,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH02,78,0,37.8,0,,Closed
22583,SO0011374,2,2024-04-23,2024-04-27,11374,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH02,37,0,43.5,0,,Closed
22584,SO0011375,1,2024-04-23,2024-04-27,11375,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH03,108,0,32.0,0,,Closed
22585,SO0011376,1,2024-04-23,2024-04-27,11376,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH04,97,0,24.6,0.05,,Closed
22586,SO0011377,1,2024-04-23,2024-04-27,11377,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH01,26,0,53.3,0.05,,Closed
22587,SO0011377,2,2024-04-23,2024-04-27,11377,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,105,0,35.5,0,,Closed
22588,SO0011378,1,2024-04-23,2024-04-27,11378,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH02,97,0,46.4,0,,Closed
22589,SO0011379,1,2024-04-23,2024-04-27,11379,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH03,68,0,57.3,0.08,,Closed
22590,SO0011380,1,2024-04-23,2024-04-27,11380,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH04,61,0,32.6,0.08,,Closed
22591,SO0011381,1,2024-04-23,2024-04-27,11381,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH01,79,0,28.6,0.05,,Closed
22592,SO0011381,2,2024-04-23,2024-04-27,11381,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH01,48,0,20.0,0.05,,Closed
22593,SO0011381,3,2024-04-23,2024-04-27,11381,SKU006,Beverages Variant 06,Beverages,Vale,12,WH01,93,0,29.8,0.05,,Closed
22594,SO0011382,1,2024-04-23,2024-04-27,11382,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH02,40,0,38.9,0.03,,Closed
22595,SO0011382,2,2024-04-23,2024-04-27,11382,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH02,61,0,35.5,0.08,,Closed
22596,SO0011383,1,2024-04-23,2024-04-27,11383,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH03,40,0,48.1,0,,Closed
22597,SO0011384,1,2024-04-23,2024-04-27,11384,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH04,95,0,30.9,0.03,,Closed
22598,SO0011384,2,2024-04-23,2024-04-27,11384,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH04,101,0,49.3,0,,Closed
22599,SO0011385,1,2024-04-23,2024-04-27,11385,SKU049,Packaged Foods Variant 01,Packaged Foods,PantryCo,24,WH01,39,0,34.3,0.05,,Closed
22600,SO0011385,2,2024-04-23,2024-04-27,11385,SKU041,Home Care Variant 05,Home Care,BrightNest,6,WH01,79,0,39.5,0,,Closed
22601,SO0011386,1,2024-04-23,2024-04-27,11386,SKU005,Beverages Variant 05,Beverages,Vale,6,WH02,65,0,27.5,0.03,,Closed
22602,SO0011386,2,2024-04-23,2024-04-27,11386,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH02,105,0,40.7,0.03,,Closed
22603,SO0011386,3,2024-04-23,2024-04-27,11386,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH02,30,0,38.9,0,,Closed
22604,SO0011387,1,2024-04-23,2024-04-27,11387,SKU002,Beverages Variant 02,Beverages,Vale,6,WH03,29,0,20.6,0,,Closed
22605,SO0011388,1,2024-04-23,2024-04-27,11388,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH04,55,0,20.0,0,,Closed
22606,SO0011389,1,2024-04-23,2024-04-27,11389,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH01,42,0,40.7,0.05,,Closed
22607,SO0011389,2,2024-04-23,2024-04-27,11389,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH01,74,0,43.0,0.03,,Closed
22608,SO0011389,3,2024-04-23,2024-04-27,11389,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,39,0,35.5,0.08,,Closed
22609,SO0011390,1,2024-04-23,2024-04-27,11390,SKU006,Beverages Variant 06,Beverages,Vale,12,WH02,98,0,29.8,0,,Closed
22610,SO0011390,2,2024-04-23,2024-04-27,11390,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH02,88,0,53.3,0,,Closed
22611,SO0011390,3,2024-04-23,2024-04-27,11390,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH02,49,0,32.0,0.08,,Closed
22612,SO0011391,1,2024-04-23,2024-04-27,11391,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH03,72,0,49.3,0,,Closed
22613,SO0011391,2,2024-04-23,2024-04-27,11391,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH03,50,0,41.8,0.08,,Closed
22614,SO0011391,3,2024-04-23,2024-04-27,11391,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH03,76,0,28.6,0.03,,Closed
22615,SO0011392,1,2024-04-23,2024-04-27,11392,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH04,102,0,42.4,0,,Closed
22616,SO0011393,1,2024-04-23,2024-04-27,11393,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH01,31,0,24.6,0.08,,Closed
22617,SO0011394,1,2024-04-23,2024-04-27,11394,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH02,86,0,48.7,0,,Closed
22618,SO0011394,2,2024-04-23,2024-04-27,11394,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH02,86,0,20.0,0.03,,Closed
22619,SO0011395,1,2024-04-23,2024-04-27,11395,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH03,41,0,43.5,0.08,,Closed
22620,SO0011395,2,2024-04-23,2024-04-27,11395,SKU001,Beverages Variant 01,Beverages,Vale,24,WH03,79,0,18.3,0.05,,Closed
22621,SO0011395,3,2024-04-23,2024-04-27,11395,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH03,25,0,50.4,0.08,,Closed
22622,SO0011396,1,2024-04-23,2024-04-27,11396,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH04,69,0,45.8,0.03,,Closed
22623,SO0011396,2,2024-04-23,2024-04-27,11396,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH04,109,0,48.7,0.08,,ClosedShort
22624,SO0011396,3,2024-04-23,2024-04-27,11396,SKU011,Beverages Variant 11,Beverages,Vale,6,WH04,62,0,41.3,0.03,,Closed
22625,SO0011397,1,2024-04-23,2024-04-27,11397,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH01,27,0,36.1,0,,Closed
22626,SO0011398,1,2024-04-23,2024-04-27,11398,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,59,0,36.6,0,,Closed
22627,SO0011399,1,2024-04-23,2024-04-27,11399,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH03,65,0,35.5,0.03,,Closed
22628,SO0011400,1,2024-04-23,2024-04-27,11400,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH04,69,0,42.4,0,,Closed
22629,SO0011400,2,2024-04-23,2024-04-27,11400,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH04,27,0,48.7,0.08,,ClosedShort
22630,SO0011401,1,2024-04-24,2024-04-28,11401,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH01,55,0,53.3,0.03,,Closed
22631,SO0011401,2,2024-04-24,2024-04-28,11401,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH01,110,0,57.3,0,,Closed
22632,SO0011401,3,2024-04-24,2024-04-28,11401,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH01,90,0,50.4,0.05,,Closed
22633,SO0011402,1,2024-04-24,2024-04-28,11402,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH02,65,0,32.0,0.05,,Closed
22634,SO0011402,2,2024-04-24,2024-04-28,11402,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH02,51,0,49.3,0.05,,Closed
22635,SO0011402,3,2024-04-24,2024-04-28,11402,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH02,91,0,20.0,0.03,,Closed
22636,SO0011403,1,2024-04-24,2024-04-28,11403,SKU006,Beverages Variant 06,Beverages,Vale,12,WH03,101,0,29.8,0,,Closed
22637,SO0011403,2,2024-04-24,2024-04-28,11403,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH03,100,0,41.8,0.03,,Closed
