SnapshotID,SnapshotDate,WarehouseID,ProductID,OpeningCases,ProductionReceiptCases,ShippedCases,WriteOffCases,ClosingCases,StandardCostPerCaseGBP,ClosingValueGBP,SafetyStockCases
26286,2024-04-19,WH03,SKU006,1205,0,0,0,1205,18.48,22268.4,180
26287,2024-04-19,WH03,SKU007,1734,0,0,0,1734,19.9,34506.6,180
26288,2024-04-19,WH03,SKU008,1613,209,95,0,1727,21.33,36836.91,180
26289,2024-04-19,WH03,SKU009,1024,0,96,0,928,22.75,21112.0,180
26290,2024-04-19,WH03,SKU010,1648,0,0,0,1648,24.18,39848.64,180
26291,2024-04-19,WH03,SKU011,1373,191,0,1,1563,25.61,40028.43,180
26292,2024-04-19,WH03,SKU012,2176,0,0,0,2176,9.92,21585.92,180
26293,2024-04-19,WH03,SKU013,2349,0,0,0,2349,13.83,32486.67,180
26294,2024-04-19,WH03,SKU014,1518,207,45,0,1680,15.25,25620.0,180
26295,2024-04-19,WH03,SKU015,2483,0,47,0,2436,16.68,40632.48,180
26296,2024-04-19,WH03,SKU016,898,0,83,0,815,18.1,14751.5,180
26297,2024-04-19,WH03,SKU017,1395,192,0,0,1587,19.53,30994.11,180
26298,2024-04-19,WH03,SKU018,1218,0,75,0,1143,20.96,23957.28,180
26299,2024-04-19,WH03,SKU019,1291,0,0,0,1291,22.38,28892.58,180
26300,2024-04-19,WH03,SKU020,2069,219,73,0,2215,23.81,52739.15,180
26301,2024-04-19,WH03,SKU021,2638,0,0,2,2636,25.23,66506.28,180
26302,2024-04-19,WH03,SKU022,3118,0,0,4,3114,26.66,83019.24,180
26303,2024-04-19,WH03,SKU023,1808,191,0,0,1999,28.09,56151.91,180
26304,2024-04-19,WH03,SKU024,2354,0,0,0,2354,12.4,29189.6,180
26305,2024-04-19,WH03,SKU025,2611,0,83,0,2528,16.31,41231.68,180
26306,2024-04-19,WH03,SKU026,1358,193,0,0,1551,17.73,27499.23,180
26307,2024-04-19,WH03,SKU027,3289,0,0,0,3289,19.16,63017.24,180
26308,2024-04-19,WH03,SKU028,1550,0,77,0,1473,20.58,30314.34,180
26309,2024-04-19,WH03,SKU029,1690,198,0,0,1888,22.01,41554.88,180
26310,2024-04-19,WH03,SKU030,1710,0,0,0,1710,23.44,40082.4,180
26311,2024-04-19,WH03,SKU031,2019,0,0,0,2019,24.86,50192.34,180
26312,2024-04-19,WH03,SKU032,1256,219,0,0,1475,26.29,38777.75,180
26313,2024-04-19,WH03,SKU033,1471,0,0,0,1471,27.71,40761.41,180
26314,2024-04-19,WH03,SKU034,1737,0,0,0,1737,29.14,50616.18,180
26315,2024-04-19,WH03,SKU035,1602,176,0,0,1778,30.57,54353.46,180
26316,2024-04-19,WH03,SKU036,3138,0,53,0,3085,14.88,45904.8,180
26317,2024-04-19,WH03,SKU037,1490,0,160,0,1330,18.79,24990.7,180
26318,2024-04-19,WH03,SKU038,1674,172,61,0,1785,20.21,36074.85,180
26319,2024-04-19,WH03,SKU039,2345,0,0,0,2345,21.64,50745.8,180
26320,2024-04-19,WH03,SKU040,1124,0,0,0,1124,23.06,25919.44,180
26321,2024-04-19,WH03,SKU041,2427,179,0,0,2606,24.49,63820.94,180
26322,2024-04-19,WH03,SKU042,2308,0,0,0,2308,25.92,59823.36,180
26323,2024-04-19,WH03,SKU043,2118,0,0,0,2118,27.34,57906.12,180
26324,2024-04-19,WH03,SKU044,780,206,0,0,986,28.77,28367.22,180
26325,2024-04-19,WH03,SKU045,2635,0,90,0,2545,30.19,76833.55,180
26326,2024-04-19,WH03,SKU046,1776,0,48,0,1728,31.62,54639.36,180
26327,2024-04-19,WH03,SKU047,2943,202,97,0,3048,33.05,100736.4,180
26328,2024-04-19,WH03,SKU048,1721,0,32,0,1689,17.36,29321.04,180
26329,2024-04-19,WH03,SKU049,2274,0,40,0,2234,21.27,47517.18,180
26330,2024-04-19,WH03,SKU050,2157,211,0,0,2368,22.69,53729.92,180
26331,2024-04-19,WH03,SKU051,1132,0,131,0,1001,24.12,24144.12,180
26332,2024-04-19,WH03,SKU052,264,0,60,0,204,25.54,5210.16,180
26333,2024-04-19,WH03,SKU053,1224,212,0,0,1436,26.97,38728.92,180
26334,2024-04-19,WH03,SKU054,1558,0,0,0,1558,28.4,44247.2,180
26335,2024-04-19,WH03,SKU055,1271,0,0,0,1271,29.82,37901.22,180
26336,2024-04-19,WH03,SKU056,749,208,83,0,874,31.25,27312.5,180
26337,2024-04-19,WH03,SKU057,3122,0,34,0,3088,32.67,100884.96,180
26338,2024-04-19,WH03,SKU058,1946,0,89,0,1857,34.1,63323.7,180
26339,2024-04-19,WH03,SKU059,843,204,0,0,1047,35.53,37199.91,180
26340,2024-04-19,WH03,SKU060,1666,0,0,0,1666,19.84,33053.44,180
26341,2024-04-19,WH04,SKU001,3164,192,155,0,3201,11.35,36331.35,180
26342,2024-04-19,WH04,SKU002,1580,0,0,0,1580,12.77,20176.6,180
26343,2024-04-19,WH04,SKU003,2306,0,93,0,2213,14.2,31424.6,180
26344,2024-04-19,WH04,SKU004,469,188,0,0,657,15.62,10262.34,180
26345,2024-04-19,WH04,SKU005,991,0,0,0,991,17.05,16896.55,180
26346,2024-04-19,WH04,SKU006,1212,0,130,0,1082,18.48,19995.36,180
26347,2024-04-19,WH04,SKU007,2481,187,0,0,2668,19.9,53093.2,180
26348,2024-04-19,WH04,SKU008,2243,0,141,0,2102,21.33,44835.66,180
26349,2024-04-19,WH04,SKU009,1943,0,0,0,1943,22.75,44203.25,180
26350,2024-04-19,WH04,SKU010,2860,211,0,0,3071,24.18,74256.78,180
26351,2024-04-19,WH04,SKU011,2428,0,99,0,2329,25.61,59645.69,180
26352,2024-04-19,WH04,SKU012,1663,0,38,0,1625,9.92,16120.0,180
26353,2024-04-19,WH04,SKU013,416,210,62,2,562,13.83,7772.46,180
26354,2024-04-19,WH04,SKU014,2028,0,64,0,1964,15.25,29951.0,180
26355,2024-04-19,WH04,SKU015,1729,0,0,0,1729,16.68,28839.72,180
26356,2024-04-19,WH04,SKU016,881,201,84,0,998,18.1,18063.8,180
26357,2024-04-19,WH04,SKU017,2266,0,32,0,2234,19.53,43630.02,180
26358,2024-04-19,WH04,SKU018,2286,0,84,0,2202,20.96,46153.92,180
26359,2024-04-19,WH04,SKU019,1319,222,230,1,1310,22.38,29317.8,180
26360,2024-04-19,WH04,SKU020,2071,0,277,0,1794,23.81,42715.14,180
26361,2024-04-19,WH04,SKU021,2039,0,154,0,1885,25.23,47558.55,180
26362,2024-04-19,WH04,SKU022,2374,179,110,0,2443,26.66,65130.38,180
26363,2024-04-19,WH04,SKU023,1147,0,111,0,1036,28.09,29101.24,180
26364,2024-04-19,WH04,SKU024,1437,0,0,0,1437,12.4,17818.8,180
26365,2024-04-19,WH04,SKU025,1774,191,66,0,1899,16.31,30972.69,180
26366,2024-04-19,WH04,SKU026,2372,0,0,0,2372,17.73,42055.56,180
26367,2024-04-19,WH04,SKU027,1476,0,0,0,1476,19.16,28280.16,180
26368,2024-04-19,WH04,SKU028,2900,217,51,0,3066,20.58,63098.28,180
26369,2024-04-19,WH04,SKU029,2212,0,0,0,2212,22.01,48686.12,180
26370,2024-04-19,WH04,SKU030,1411,0,0,0,1411,23.44,33073.84,180
26371,2024-04-19,WH04,SKU031,2073,201,0,0,2274,24.86,56531.64,180
26372,2024-04-19,WH04,SKU032,1728,0,47,0,1681,26.29,44193.49,180
26373,2024-04-19,WH04,SKU033,1553,0,0,4,1549,27.71,42922.79,180
26374,2024-04-19,WH04,SKU034,1578,186,92,0,1672,29.14,48722.08,180
26375,2024-04-19,WH04,SKU035,1900,0,91,0,1809,30.57,55301.13,180
26376,2024-04-19,WH04,SKU036,1466,0,48,0,1418,14.88,21099.84,180
26377,2024-04-19,WH04,SKU037,2342,190,0,0,2532,18.79,47576.28,180
26378,2024-04-19,WH04,SKU038,2263,0,121,0,2142,20.21,43289.82,180
26379,2024-04-19,WH04,SKU039,2094,0,0,0,2094,21.64,45314.16,180
26380,2024-04-19,WH04,SKU040,904,179,0,0,1083,23.06,24973.98,180
26381,2024-04-19,WH04,SKU041,2347,0,50,0,2297,24.49,56253.53,180
26382,2024-04-19,WH04,SKU042,831,0,91,0,740,25.92,19180.8,180
26383,2024-04-19,WH04,SKU043,1542,188,53,0,1677,27.34,45849.18,180
26384,2024-04-19,WH04,SKU044,1838,0,0,0,1838,28.77,52879.26,180
26385,2024-04-19,WH04,SKU045,416,0,92,0,324,30.19,9781.56,180
26386,2024-04-19,WH04,SKU046,1620,220,25,0,1815,31.62,57390.3,180
26387,2024-04-19,WH04,SKU047,2186,0,0,0,2186,33.05,72247.3,180
26388,2024-04-19,WH04,SKU048,976,0,106,0,870,17.36,15103.2,180
26389,2024-04-19,WH04,SKU049,1212,193,0,0,1405,21.27,29884.35,180
26390,2024-04-19,WH04,SKU050,2070,0,44,0,2026,22.69,45969.94,180
26391,2024-04-19,WH04,SKU051,1696,0,73,0,1623,24.12,39146.76,180
26392,2024-04-19,WH04,SKU052,1391,233,0,0,1624,25.54,41476.96,180
26393,2024-04-19,WH04,SKU053,2059,0,0,0,2059,26.97,55531.23,180
26394,2024-04-19,WH04,SKU054,2046,0,48,0,1998,28.4,56743.2,180
26395,2024-04-19,WH04,SKU055,2322,204,0,0,2526,29.82,75325.32,180
26396,2024-04-19,WH04,SKU056,1469,0,175,0,1294,31.25,40437.5,180
26397,2024-04-19,WH04,SKU057,2448,0,94,0,2354,32.67,76905.18,180
26398,2024-04-19,WH04,SKU058,1494,174,160,0,1508,34.1,51422.8,180
26399,2024-04-19,WH04,SKU059,2617,0,26,0,2591,35.53,92058.23,180
26400,2024-04-19,WH04,SKU060,2273,0,107,0,2166,19.84,42973.44,180
26401,2024-04-20,WH01,SKU001,2490,0,95,0,2395,11.35,27183.25,180
26402,2024-04-20,WH01,SKU002,2438,0,133,0,2305,12.77,29434.85,180
26403,2024-04-20,WH01,SKU003,1673,224,0,0,1897,14.2,26937.4,180
26404,2024-04-20,WH01,SKU004,1839,0,61,0,1778,15.62,27772.36,180
26405,2024-04-20,WH01,SKU005,2661,0,92,0,2569,17.05,43801.45,180
26406,2024-04-20,WH01,SKU006,1422,233,0,0,1655,18.48,30584.4,180
26407,2024-04-20,WH01,SKU007,1362,0,109,0,1253,19.9,24934.7,180
26408,2024-04-20,WH01,SKU008,2146,0,0,0,2146,21.33,45774.18,180
26409,2024-04-20,WH01,SKU009,1374,246,0,0,1620,22.75,36855.0,180
26410,2024-04-20,WH01,SKU010,2528,0,145,0,2383,24.18,57620.94,180
26411,2024-04-20,WH01,SKU011,2324,0,0,0,2324,25.61,59517.64,180
26412,2024-04-20,WH01,SKU012,1683,186,29,0,1840,9.92,18252.8,180
26413,2024-04-20,WH01,SKU013,1512,0,64,0,1448,13.83,20025.84,180
26414,2024-04-20,WH01,SKU014,1931,0,107,0,1824,15.25,27816.0,180
26415,2024-04-20,WH01,SKU015,1934,216,0,0,2150,16.68,35862.0,180
26416,2024-04-20,WH01,SKU016,2402,0,141,0,2261,18.1,40924.1,180
26417,2024-04-20,WH01,SKU017,2230,0,0,0,2230,19.53,43551.9,180
26418,2024-04-20,WH01,SKU018,1919,184,0,0,2103,20.96,44078.88,180
26419,2024-04-20,WH01,SKU019,2315,0,79,0,2236,22.38,50041.68,180
26420,2024-04-20,WH01,SKU020,1433,0,32,0,1401,23.81,33357.81,180
26421,2024-04-20,WH01,SKU021,2443,167,0,0,2610,25.23,65850.3,180
26422,2024-04-20,WH01,SKU022,1131,0,36,2,1093,26.66,29139.38,180
26423,2024-04-20,WH01,SKU023,1364,0,222,0,1142,28.09,32078.78,180
26424,2024-04-20,WH01,SKU024,1160,197,69,0,1288,12.4,15971.2,180
26425,2024-04-20,WH01,SKU025,2984,0,48,0,2936,16.31,47886.16,180
26426,2024-04-20,WH01,SKU026,246,0,0,0,246,17.73,4361.58,180
26427,2024-04-20,WH01,SKU027,984,201,0,0,1185,19.16,22704.6,180
26428,2024-04-20,WH01,SKU028,2210,0,0,0,2210,20.58,45481.8,180
26429,2024-04-20,WH01,SKU029,2312,0,35,0,2277,22.01,50116.77,180
26430,2024-04-20,WH01,SKU030,1862,224,36,0,2050,23.44,48052.0,180
26431,2024-04-20,WH01,SKU031,1096,0,24,0,1072,24.86,26649.92,180
26432,2024-04-20,WH01,SKU032,1642,0,212,0,1430,26.29,37594.7,180
26433,2024-04-20,WH01,SKU033,2397,222,0,0,2619,27.71,72572.49,180
26434,2024-04-20,WH01,SKU034,2468,0,108,0,2360,29.14,68770.4,180
26435,2024-04-20,WH01,SKU035,2198,0,85,0,2113,30.57,64594.41,180
26436,2024-04-20,WH01,SKU036,648,224,90,0,782,14.88,11636.16,180
26437,2024-04-20,WH01,SKU037,1094,0,0,0,1094,18.79,20556.26,180
26438,2024-04-20,WH01,SKU038,1501,0,0,0,1501,20.21,30335.21,180
26439,2024-04-20,WH01,SKU039,1681,194,0,0,1875,21.64,40575.0,180
26440,2024-04-20,WH01,SKU040,1935,0,116,0,1819,23.06,41946.14,180
26441,2024-04-20,WH01,SKU041,2721,0,67,0,2654,24.49,64996.46,180
26442,2024-04-20,WH01,SKU042,1239,236,0,0,1475,25.92,38232.0,180
26443,2024-04-20,WH01,SKU043,2114,0,0,0,2114,27.34,57796.76,180
26444,2024-04-20,WH01,SKU044,3046,0,106,0,2940,28.77,84583.8,180
26445,2024-04-20,WH01,SKU045,3065,212,0,7,3270,30.19,98721.3,180
26446,2024-04-20,WH01,SKU046,1867,0,88,2,1777,31.62,56188.74,180
26447,2024-04-20,WH01,SKU047,1760,0,60,0,1700,33.05,56185.0,180
26448,2024-04-20,WH01,SKU048,1232,227,86,0,1373,17.36,23835.28,180
26449,2024-04-20,WH01,SKU049,2279,0,0,0,2279,21.27,48474.33,180
26450,2024-04-20,WH01,SKU050,2228,0,84,0,2144,22.69,48647.36,180
26451,2024-04-20,WH01,SKU051,2831,237,146,0,2922,24.12,70478.64,180
26452,2024-04-20,WH01,SKU052,2325,0,182,0,2143,25.54,54732.22,180
26453,2024-04-20,WH01,SKU053,895,0,87,0,808,26.97,21791.76,180
26454,2024-04-20,WH01,SKU054,2316,202,319,0,2199,28.4,62451.6,180
26455,2024-04-20,WH01,SKU055,1952,0,56,0,1896,29.82,56538.72,180
26456,2024-04-20,WH01,SKU056,2489,0,92,0,2397,31.25,74906.25,180
26457,2024-04-20,WH01,SKU057,1531,184,0,0,1715,32.67,56029.05,180
26458,2024-04-20,WH01,SKU058,907,0,98,0,809,34.1,27586.9,180
26459,2024-04-20,WH01,SKU059,1707,0,93,0,1614,35.53,57345.42,180
26460,2024-04-20,WH01,SKU060,1748,176,26,0,1898,19.84,37656.32,180
26461,2024-04-20,WH02,SKU001,1947,0,114,0,1833,11.35,20804.55,180
26462,2024-04-20,WH02,SKU002,2573,197,126,0,2644,12.77,33763.88,180
26463,2024-04-20,WH02,SKU003,2436,0,0,0,2436,14.2,34591.2,180
26464,2024-04-20,WH02,SKU004,1107,0,69,0,1038,15.62,16213.56,180
26465,2024-04-20,WH02,SKU005,886,238,168,0,956,17.05,16299.8,180
26466,2024-04-20,WH02,SKU006,2036,0,0,0,2036,18.48,37625.28,180
26467,2024-04-20,WH02,SKU007,1788,0,74,3,1711,19.9,34048.9,180
26468,2024-04-20,WH02,SKU008,1305,164,50,0,1419,21.33,30267.27,180
26469,2024-04-20,WH02,SKU009,1147,0,147,0,1000,22.75,22750.0,180
26470,2024-04-20,WH02,SKU010,3167,0,0,0,3167,24.18,76578.06,180
26471,2024-04-20,WH02,SKU011,1113,190,157,0,1146,25.61,29349.06,180
26472,2024-04-20,WH02,SKU012,1368,0,0,0,1368,9.92,13570.56,180
26473,2024-04-20,WH02,SKU013,2710,0,96,0,2614,13.83,36151.62,180
26474,2024-04-20,WH02,SKU014,1563,219,102,0,1680,15.25,25620.0,180
26475,2024-04-20,WH02,SKU015,1972,0,84,0,1888,16.68,31491.84,180
26476,2024-04-20,WH02,SKU016,1735,0,0,0,1735,18.1,31403.5,180
26477,2024-04-20,WH02,SKU017,1905,165,103,0,1967,19.53,38415.51,180
26478,2024-04-20,WH02,SKU018,1034,0,0,0,1034,20.96,21672.64,180
26479,2024-04-20,WH02,SKU019,2083,0,45,0,2038,22.38,45610.44,180
26480,2024-04-20,WH02,SKU020,1896,182,96,0,1982,23.81,47191.42,180
26481,2024-04-20,WH02,SKU021,2642,0,0,0,2642,25.23,66657.66,180
26482,2024-04-20,WH02,SKU022,1164,0,185,0,979,26.66,26100.14,180
26483,2024-04-20,WH02,SKU023,1917,213,66,0,2064,28.09,57977.76,180
26484,2024-04-20,WH02,SKU024,1822,0,42,0,1780,12.4,22072.0,180
26485,2024-04-20,WH02,SKU025,2807,0,43,0,2764,16.31,45080.84,180
26486,2024-04-20,WH02,SKU026,1330,234,91,0,1473,17.73,26116.29,180
26487,2024-04-20,WH02,SKU027,2342,0,165,0,2177,19.16,41711.32,180
26488,2024-04-20,WH02,SKU028,3231,0,94,0,3137,20.58,64559.46,180
26489,2024-04-20,WH02,SKU029,2024,199,0,0,2223,22.01,48928.23,180
26490,2024-04-20,WH02,SKU030,3284,0,0,0,3284,23.44,76976.96,180
26491,2024-04-20,WH02,SKU031,1826,0,104,0,1722,24.86,42808.92,180
26492,2024-04-20,WH02,SKU032,1423,195,40,0,1578,26.29,41485.62,180
26493,2024-04-20,WH02,SKU033,1641,0,153,0,1488,27.71,41232.48,180
26494,2024-04-20,WH02,SKU034,2218,0,28,0,2190,29.14,63816.6,180
26495,2024-04-20,WH02,SKU035,3514,217,0,0,3731,30.57,114056.67,180
26496,2024-04-20,WH02,SKU036,3058,0,0,0,3058,14.88,45503.04,180
26497,2024-04-20,WH02,SKU037,2044,0,184,0,1860,18.79,34949.4,180
26498,2024-04-20,WH02,SKU038,2584,192,24,0,2752,20.21,55617.92,180
26499,2024-04-20,WH02,SKU039,1183,0,28,0,1155,21.64,24994.2,180
26500,2024-04-20,WH02,SKU040,768,0,0,0,768,23.06,17710.08,180
26501,2024-04-20,WH02,SKU041,3081,205,59,0,3227,24.49,79029.23,180
26502,2024-04-20,WH02,SKU042,2815,0,0,0,2815,25.92,72964.8,180
26503,2024-04-20,WH02,SKU043,2246,0,0,0,2246,27.34,61405.64,180
26504,2024-04-20,WH02,SKU044,1766,161,72,0,1855,28.77,53368.35,180
26505,2024-04-20,WH02,SKU045,1176,0,0,0,1176,30.19,35503.44,180
26506,2024-04-20,WH02,SKU046,1416,0,0,0,1416,31.62,44773.92,180
26507,2024-04-20,WH02,SKU047,1417,205,105,0,1517,33.05,50136.85,180
26508,2024-04-20,WH02,SKU048,1573,0,78,0,1495,17.36,25953.2,180
26509,2024-04-20,WH02,SKU049,2511,0,0,0,2511,21.27,53408.97,180
26510,2024-04-20,WH02,SKU050,769,215,26,0,958,22.69,21737.02,180
26511,2024-04-20,WH02,SKU051,2484,0,0,0,2484,24.12,59914.08,180
26512,2024-04-20,WH02,SKU052,960,0,0,0,960,25.54,24518.4,180
26513,2024-04-20,WH02,SKU053,518,187,44,0,661,26.97,17827.17,180
26514,2024-04-20,WH02,SKU054,2551,0,65,5,2481,28.4,70460.4,180
26515,2024-04-20,WH02,SKU055,2337,0,109,0,2228,29.82,66438.96,180
26516,2024-04-20,WH02,SKU056,2801,203,125,0,2879,31.25,89968.75,180
26517,2024-04-20,WH02,SKU057,2097,0,0,0,2097,32.67,68508.99,180
26518,2024-04-20,WH02,SKU058,1731,0,0,0,1731,34.1,59027.1,180
26519,2024-04-20,WH02,SKU059,1653,229,253,0,1629,35.53,57878.37,180
26520,2024-04-20,WH02,SKU060,869,0,0,0,869,19.84,17240.96,180
26521,2024-04-20,WH03,SKU001,376,189,0,0,565,11.35,6412.75,180
26522,2024-04-20,WH03,SKU002,1920,0,81,0,1839,12.77,23484.03,180
26523,2024-04-20,WH03,SKU003,1145,0,83,0,1062,14.2,15080.4,180
26524,2024-04-20,WH03,SKU004,1901,209,94,0,2016,15.62,31489.92,180
26525,2024-04-20,WH03,SKU005,2102,0,59,0,2043,17.05,34833.15,180
26526,2024-04-20,WH03,SKU006,1205,0,42,0,1163,18.48,21492.24,180
26527,2024-04-20,WH03,SKU007,1734,222,0,0,1956,19.9,38924.4,180
26528,2024-04-20,WH03,SKU008,1727,0,0,0,1727,21.33,36836.91,180
26529,2024-04-20,WH03,SKU009,928,0,0,0,928,22.75,21112.0,180
26530,2024-04-20,WH03,SKU010,1648,225,0,0,1873,24.18,45289.14,180
26531,2024-04-20,WH03,SKU011,1563,0,0,0,1563,25.61,40028.43,180
26532,2024-04-20,WH03,SKU012,2176,0,162,5,2009,9.92,19929.28,180
26533,2024-04-20,WH03,SKU013,2349,211,179,0,2381,13.83,32929.23,180
26534,2024-04-20,WH03,SKU014,1680,0,158,0,1522,15.25,23210.5,180
26535,2024-04-20,WH03,SKU015,2436,0,0,0,2436,16.68,40632.48,180
26536,2024-04-20,WH03,SKU016,815,187,0,0,1002,18.1,18136.2,180
26537,2024-04-20,WH03,SKU017,1587,0,0,0,1587,19.53,30994.11,180
26538,2024-04-20,WH03,SKU018,1143,0,71,0,1072,20.96,22469.12,180
26539,2024-04-20,WH03,SKU019,1291,206,0,0,1497,22.38,33502.86,180
26540,2024-04-20,WH03,SKU020,2215,0,62,0,2153,23.81,51262.93,180
26541,2024-04-20,WH03,SKU021,2636,0,0,0,2636,25.23,66506.28,180
26542,2024-04-20,WH03,SKU022,3114,191,56,0,3249,26.66,86618.34,180
26543,2024-04-20,WH03,SKU023,1999,0,0,0,1999,28.09,56151.91,180
26544,2024-04-20,WH03,SKU024,2354,0,0,0,2354,12.4,29189.6,180
26545,2024-04-20,WH03,SKU025,2528,235,122,0,2641,16.31,43074.71,180
26546,2024-04-20,WH03,SKU026,1551,0,0,0,1551,17.73,27499.23,180
26547,2024-04-20,WH03,SKU027,3289,0,120,0,3169,19.16,60718.04,180
26548,2024-04-20,WH03,SKU028,1473,229,74,0,1628,20.58,33504.24,180
26549,2024-04-20,WH03,SKU029,1888,0,0,0,1888,22.01,41554.88,180
26550,2024-04-20,WH03,SKU030,1710,0,145,0,1565,23.44,36683.6,180
26551,2024-04-20,WH03,SKU031,2019,211,160,0,2070,24.86,51460.2,180
26552,2024-04-20,WH03,SKU032,1475,0,0,0,1475,26.29,38777.75,180
26553,2024-04-20,WH03,SKU033,1471,0,0,0,1471,27.71,40761.41,180
26554,2024-04-20,WH03,SKU034,1737,218,108,0,1847,29.14,53821.58,180
26555,2024-04-20,WH03,SKU035,1778,0,106,0,1672,30.57,51113.04,180
26556,2024-04-20,WH03,SKU036,3085,0,0,0,3085,14.88,45904.8,180
26557,2024-04-20,WH03,SKU037,1330,197,26,0,1501,18.79,28203.79,180
26558,2024-04-20,WH03,SKU038,1785,0,0,0,1785,20.21,36074.85,180
26559,2024-04-20,WH03,SKU039,2345,0,30,0,2315,21.64,50096.6,180
26560,2024-04-20,WH03,SKU040,1124,186,147,0,1163,23.06,26818.78,180
26561,2024-04-20,WH03,SKU041,2606,0,0,6,2600,24.49,63674.0,180
26562,2024-04-20,WH03,SKU042,2308,0,0,0,2308,25.92,59823.36,180
26563,2024-04-20,WH03,SKU043,2118,212,127,0,2203,27.34,60230.02,180
26564,2024-04-20,WH03,SKU044,986,0,176,0,810,28.77,23303.7,180
26565,2024-04-20,WH03,SKU045,2545,0,30,0,2515,30.19,75927.85,180
26566,2024-04-20,WH03,SKU046,1728,169,0,0,1897,31.62,59983.14,180
26567,2024-04-20,WH03,SKU047,3048,0,24,0,3024,33.05,99943.2,180
26568,2024-04-20,WH03,SKU048,1689,0,0,0,1689,17.36,29321.04,180
26569,2024-04-20,WH03,SKU049,2234,232,42,0,2424,21.27,51558.48,180
26570,2024-04-20,WH03,SKU050,2368,0,0,0,2368,22.69,53729.92,180
26571,2024-04-20,WH03,SKU051,1001,0,100,0,901,24.12,21732.12,180
26572,2024-04-20,WH03,SKU052,204,204,0,0,408,25.54,10420.32,180
26573,2024-04-20,WH03,SKU053,1436,0,0,0,1436,26.97,38728.92,180
26574,2024-04-20,WH03,SKU054,1558,0,24,0,1534,28.4,43565.6,180
26575,2024-04-20,WH03,SKU055,1271,205,0,0,1476,29.82,44014.32,180
26576,2024-04-20,WH03,SKU056,874,0,91,0,783,31.25,24468.75,180
26577,2024-04-20,WH03,SKU057,3088,0,131,0,2957,32.67,96605.19,180
26578,2024-04-20,WH03,SKU058,1857,204,0,0,2061,34.1,70280.1,180
26579,2024-04-20,WH03,SKU059,1047,0,174,0,873,35.53,31017.69,180
26580,2024-04-20,WH03,SKU060,1666,0,37,0,1629,19.84,32319.36,180
26581,2024-04-20,WH04,SKU001,3201,0,0,0,3201,11.35,36331.35,180
26582,2024-04-20,WH04,SKU002,1580,0,0,0,1580,12.77,20176.6,180
26583,2024-04-20,WH04,SKU003,2213,209,0,0,2422,14.2,34392.4,180
26584,2024-04-20,WH04,SKU004,657,0,0,0,657,15.62,10262.34,180
26585,2024-04-20,WH04,SKU005,991,0,0,0,991,17.05,16896.55,180
26586,2024-04-20,WH04,SKU006,1082,206,0,0,1288,18.48,23802.24,180
26587,2024-04-20,WH04,SKU007,2668,0,98,0,2570,19.9,51143.0,180
26588,2024-04-20,WH04,SKU008,2102,0,57,0,2045,21.33,43619.85,180
26589,2024-04-20,WH04,SKU009,1943,214,112,0,2045,22.75,46523.75,180
26590,2024-04-20,WH04,SKU010,3071,0,0,0,3071,24.18,74256.78,180
26591,2024-04-20,WH04,SKU011,2329,0,0,0,2329,25.61,59645.69,180
26592,2024-04-20,WH04,SKU012,1625,187,0,0,1812,9.92,17975.04,180
26593,2024-04-20,WH04,SKU013,562,0,101,0,461,13.83,6375.63,180
26594,2024-04-20,WH04,SKU014,1964,0,320,0,1644,15.25,25071.0,180
26595,2024-04-20,WH04,SKU015,1729,209,0,0,1938,16.68,32325.84,180
26596,2024-04-20,WH04,SKU016,998,0,0,0,998,18.1,18063.8,180
26597,2024-04-20,WH04,SKU017,2234,0,122,0,2112,19.53,41247.36,180
26598,2024-04-20,WH04,SKU018,2202,190,0,0,2392,20.96,50136.32,180
26599,2024-04-20,WH04,SKU019,1310,0,66,0,1244,22.38,27840.72,180
26600,2024-04-20,WH04,SKU020,1794,0,0,0,1794,23.81,42715.14,180
26601,2024-04-20,WH04,SKU021,1885,229,86,0,2028,25.23,51166.44,180
26602,2024-04-20,WH04,SKU022,2443,0,0,0,2443,26.66,65130.38,180
26603,2024-04-20,WH04,SKU023,1036,0,0,0,1036,28.09,29101.24,180
26604,2024-04-20,WH04,SKU024,1437,175,115,0,1497,12.4,18562.8,180
26605,2024-04-20,WH04,SKU025,1899,0,65,0,1834,16.31,29912.54,180
26606,2024-04-20,WH04,SKU026,2372,0,123,0,2249,17.73,39874.77,180
26607,2024-04-20,WH04,SKU027,1476,188,0,0,1664,19.16,31882.24,180
26608,2024-04-20,WH04,SKU028,3066,0,0,0,3066,20.58,63098.28,180
26609,2024-04-20,WH04,SKU029,2212,0,124,0,2088,22.01,45956.88,180
26610,2024-04-20,WH04,SKU030,1411,189,198,4,1398,23.44,32769.12,180
26611,2024-04-20,WH04,SKU031,2274,0,178,0,2096,24.86,52106.56,180
26612,2024-04-20,WH04,SKU032,1681,0,177,4,1500,26.29,39435.0,180
26613,2024-04-20,WH04,SKU033,1549,219,43,2,1723,27.71,47744.33,180
26614,2024-04-20,WH04,SKU034,1672,0,0,0,1672,29.14,48722.08,180
26615,2024-04-20,WH04,SKU035,1809,0,0,0,1809,30.57,55301.13,180
26616,2024-04-20,WH04,SKU036,1418,204,0,0,1622,14.88,24135.36,180
26617,2024-04-20,WH04,SKU037,2532,0,222,0,2310,18.79,43404.9,180
