POReceiptID,PONumber,SupplierID,SupplierName,MaterialID,MaterialName,MaterialUOM,PlantID,PODate,PromisedReceiptDate,ActualReceiptDate,OrderedQty,ReceivedQty,RejectedQty,ContractUnitPriceGBP,ActualUnitPriceGBP,InvoiceAmountGBP
3960,PO0003960,SUP016,Fictional Supplier 16,MAT010,Ingredient 10,KG,PL02,2024-05-27,2024-06-13,2024-06-13,3143,3143,52,1.35,1.31,4117.33
3961,PO0003961,SUP001,Fictional Supplier 01,MAT008,Ingredient 08,KG,PL01,2024-05-29,2024-06-15,2024-06-14,7941,7941,92,1.11,1.12,8893.92
3962,PO0003962,SUP001,Fictional Supplier 01,MAT011,Packaging 11,PCS,PL04,2024-06-03,2024-06-12,2024-06-14,3597,3597,70,1.47,1.52,5467.44
3963,PO0003963,SUP010,Fictional Supplier 10,MAT011,Packaging 11,PCS,PL03,2024-05-23,2024-06-12,2024-06-14,5674,5674,30,1.47,1.46,8284.04
3964,PO0003964,SUP009,Fictional Supplier 09,MAT019,Packaging 19,PCS,PL02,2024-05-29,2024-06-12,2024-06-14,5104,5104,21,2.43,2.47,12606.88
3965,PO0003965,SUP014,Fictional Supplier 14,MAT017,Packaging 17,PCS,PL04,2024-06-02,2024-06-16,2024-06-14,5737,5737,118,2.19,2.14,12277.18
3966,PO0003966,SUP017,Fictional Supplier 17,MAT011,Packaging 11,PCS,PL04,2024-06-03,2024-06-12,2024-06-14,5897,5897,4,1.47,1.51,8904.47
3967,PO0003967,SUP010,Fictional Supplier 10,MAT019,Packaging 19,PCS,PL04,2024-05-31,2024-06-16,2024-06-14,7570,7570,118,2.43,2.45,18546.5
3968,PO0003968,SUP009,Fictional Supplier 09,MAT006,Ingredient 06,KG,PL03,2024-06-04,2024-06-12,2024-06-14,7301,7301,163,0.87,0.89,6497.89
3969,PO0003969,SUP015,Fictional Supplier 15,MAT006,Ingredient 06,KG,PL04,2024-06-06,2024-06-14,2024-06-14,3323,3323,64,0.87,0.85,2824.55
3970,PO0003970,SUP015,Fictional Supplier 15,MAT008,Ingredient 08,KG,PL03,2024-05-25,2024-06-16,2024-06-14,3695,3695,56,1.11,1.13,4175.35
3971,PO0003971,SUP012,Fictional Supplier 12,MAT008,Ingredient 08,KG,PL04,2024-05-30,2024-06-14,2024-06-14,5777,5777,85,1.11,1.12,6470.24
3972,PO0003972,SUP011,Fictional Supplier 11,MAT005,Ingredient 05,KG,PL04,2024-06-05,2024-06-13,2024-06-14,2259,2259,39,0.75,0.73,1649.07
3973,PO0003973,SUP013,Fictional Supplier 13,MAT005,Ingredient 05,KG,PL01,2024-06-02,2024-06-13,2024-06-14,5983,5983,22,0.75,0.76,4547.08
3974,PO0003974,SUP012,Fictional Supplier 12,MAT017,Packaging 17,PCS,PL01,2024-05-24,2024-06-16,2024-06-14,4943,4943,87,2.19,2.17,10726.31
3975,PO0003975,SUP016,Fictional Supplier 16,MAT013,Packaging 13,PCS,PL02,2024-05-25,2024-06-14,2024-06-14,3133,3133,6,1.71,1.71,5357.43
3976,PO0003976,SUP024,Fictional Supplier 24,MAT004,Ingredient 04,KG,PL04,2024-05-30,2024-06-14,2024-06-14,2390,2390,13,0.63,0.63,1505.7
3977,PO0003977,SUP005,Fictional Supplier 05,MAT006,Ingredient 06,KG,PL03,2024-05-29,2024-06-16,2024-06-14,7613,7613,27,0.87,0.9,6851.7
3978,PO0003978,SUP001,Fictional Supplier 01,MAT019,Packaging 19,PCS,PL02,2024-05-26,2024-06-15,2024-06-14,3041,3041,15,2.43,2.53,7693.73
3979,PO0003979,SUP012,Fictional Supplier 12,MAT014,Packaging 14,PCS,PL03,2024-05-21,2024-06-11,2024-06-14,5053,5053,32,1.83,1.82,9196.46
3980,PO0003980,SUP018,Fictional Supplier 18,MAT014,Packaging 14,PCS,PL03,2024-06-01,2024-06-14,2024-06-14,2272,2272,44,1.83,1.78,4044.16
3981,PO0003981,SUP013,Fictional Supplier 13,MAT005,Ingredient 05,KG,PL04,2024-05-25,2024-06-15,2024-06-14,5827,5827,50,0.75,0.78,4545.06
3982,PO0003982,SUP001,Fictional Supplier 01,MAT018,Packaging 18,PCS,PL04,2024-06-03,2024-06-13,2024-06-14,6052,6052,72,2.31,2.27,13738.04
3983,PO0003983,SUP024,Fictional Supplier 24,MAT009,Ingredient 09,KG,PL01,2024-05-28,2024-06-14,2024-06-14,4974,4974,119,1.23,1.22,6068.28
3984,PO0003984,SUP023,Fictional Supplier 23,MAT018,Packaging 18,PCS,PL01,2024-06-03,2024-06-11,2024-06-14,2251,2251,43,2.31,2.3,5177.3
3985,PO0003985,SUP005,Fictional Supplier 05,MAT004,Ingredient 04,KG,PL04,2024-06-02,2024-06-16,2024-06-15,7409,7409,150,0.63,0.63,4667.67
3986,PO0003986,SUP001,Fictional Supplier 01,MAT001,Ingredient 01,KG,PL01,2024-05-30,2024-06-12,2024-06-15,643,643,5,0.27,0.28,180.04
3987,PO0003987,SUP019,Fictional Supplier 19,MAT009,Ingredient 09,KG,PL01,2024-05-29,2024-06-15,2024-06-15,2972,2972,41,1.23,1.23,3655.56
3988,PO0003988,SUP009,Fictional Supplier 09,MAT012,Packaging 12,PCS,PL04,2024-05-29,2024-06-15,2024-06-15,2993,2993,59,1.59,1.56,4669.08
3989,PO0003989,SUP002,Fictional Supplier 02,MAT008,Ingredient 08,KG,PL04,2024-05-26,2024-06-14,2024-06-15,5660,5660,85,1.11,1.11,6282.6
3990,PO0003990,SUP001,Fictional Supplier 01,MAT005,Ingredient 05,KG,PL04,2024-05-31,2024-06-12,2024-06-15,2749,2749,53,0.75,0.74,2034.26
3991,PO0003991,SUP019,Fictional Supplier 19,MAT019,Packaging 19,PCS,PL03,2024-05-27,2024-06-13,2024-06-15,3920,3920,11,2.43,2.38,9329.6
3992,PO0003992,SUP020,Fictional Supplier 20,MAT006,Ingredient 06,KG,PL02,2024-05-24,2024-06-13,2024-06-15,5415,5415,27,0.87,0.89,4819.35
3993,PO0003993,SUP017,Fictional Supplier 17,MAT001,Ingredient 01,KG,PL03,2024-05-27,2024-06-17,2024-06-15,7391,7391,62,0.27,0.28,2069.48
3994,PO0003994,SUP009,Fictional Supplier 09,MAT012,Packaging 12,PCS,PL01,2024-05-25,2024-06-12,2024-06-15,6277,6277,44,1.59,1.62,10168.74
3995,PO0003995,SUP022,Fictional Supplier 22,MAT008,Ingredient 08,KG,PL01,2024-06-04,2024-06-16,2024-06-15,7712,7712,66,1.11,1.15,8868.8
3996,PO0003996,SUP015,Fictional Supplier 15,MAT016,Packaging 16,PCS,PL02,2024-06-08,2024-06-17,2024-06-15,2974,2974,56,2.07,2.07,6156.18
3997,PO0003997,SUP011,Fictional Supplier 11,MAT010,Ingredient 10,KG,PL03,2024-05-25,2024-06-15,2024-06-15,4243,4243,23,1.35,1.33,5643.19
3998,PO0003998,SUP001,Fictional Supplier 01,MAT003,Ingredient 03,KG,PL02,2024-05-26,2024-06-15,2024-06-15,4712,4712,82,0.51,0.51,2403.12
3999,PO0003999,SUP017,Fictional Supplier 17,MAT011,Packaging 11,PCS,PL01,2024-05-25,2024-06-17,2024-06-15,6695,6695,64,1.47,1.52,10176.4
4000,PO0004000,SUP019,Fictional Supplier 19,MAT007,Ingredient 07,KG,PL03,2024-05-28,2024-06-15,2024-06-15,7047,7047,9,0.99,1.01,7117.47
4001,PO0004001,SUP002,Fictional Supplier 02,MAT006,Ingredient 06,KG,PL04,2024-06-03,2024-06-16,2024-06-15,5452,5452,107,0.87,0.9,4906.8
4002,PO0004002,SUP018,Fictional Supplier 18,MAT008,Ingredient 08,KG,PL01,2024-05-24,2024-06-14,2024-06-15,5507,5507,101,1.11,1.13,6222.91
4003,PO0004003,SUP019,Fictional Supplier 19,MAT014,Packaging 14,PCS,PL02,2024-05-27,2024-06-12,2024-06-15,5220,5220,10,1.83,1.79,9343.8
4004,PO0004004,SUP019,Fictional Supplier 19,MAT019,Packaging 19,PCS,PL03,2024-05-26,2024-06-12,2024-06-15,4792,4792,114,2.43,2.42,11596.64
4005,PO0004005,SUP002,Fictional Supplier 02,MAT015,Packaging 15,PCS,PL02,2024-06-06,2024-06-14,2024-06-15,5458,5458,50,1.95,1.98,10806.84
4006,PO0004006,SUP018,Fictional Supplier 18,MAT005,Ingredient 05,KG,PL01,2024-05-31,2024-06-12,2024-06-15,7061,7061,84,0.75,0.75,5295.75
4007,PO0004007,SUP003,Fictional Supplier 03,MAT007,Ingredient 07,KG,PL04,2024-05-27,2024-06-12,2024-06-15,2805,2805,10,0.99,1.03,2889.15
4008,PO0004008,SUP009,Fictional Supplier 09,MAT010,Ingredient 10,KG,PL03,2024-05-27,2024-06-14,2024-06-15,4314,4314,96,1.35,1.38,5953.32
4009,PO0004009,SUP019,Fictional Supplier 19,MAT020,Packaging 20,PCS,PL02,2024-05-31,2024-06-15,2024-06-16,6506,6506,26,2.55,2.48,16134.88
4010,PO0004010,SUP008,Fictional Supplier 08,MAT012,Packaging 12,PCS,PL04,2024-05-27,2024-06-14,2024-06-16,5101,5101,89,1.59,1.56,7957.56
4011,PO0004011,SUP016,Fictional Supplier 16,MAT018,Packaging 18,PCS,PL02,2024-05-28,2024-06-16,2024-06-16,4215,4215,99,2.31,2.3,9694.5
4012,PO0004012,SUP024,Fictional Supplier 24,MAT006,Ingredient 06,KG,PL01,2024-05-27,2024-06-13,2024-06-16,4401,4401,39,0.87,0.89,3916.89
4013,PO0004013,SUP008,Fictional Supplier 08,MAT019,Packaging 19,PCS,PL01,2024-06-02,2024-06-16,2024-06-16,6536,6536,128,2.43,2.52,16470.72
4014,PO0004014,SUP008,Fictional Supplier 08,MAT017,Packaging 17,PCS,PL02,2024-06-03,2024-06-15,2024-06-16,7242,7242,132,2.19,2.21,16004.82
4015,PO0004015,SUP015,Fictional Supplier 15,MAT019,Packaging 19,PCS,PL04,2024-05-27,2024-06-18,2024-06-16,2543,2543,10,2.43,2.36,6001.48
4016,PO0004016,SUP012,Fictional Supplier 12,MAT003,Ingredient 03,KG,PL01,2024-06-04,2024-06-16,2024-06-16,7290,7290,179,0.51,0.5,3645.0
4017,PO0004017,SUP008,Fictional Supplier 08,MAT012,Packaging 12,PCS,PL03,2024-06-05,2024-06-14,2024-06-16,6742,6742,113,1.59,1.64,11056.88
4018,PO0004018,SUP001,Fictional Supplier 01,MAT015,Packaging 15,PCS,PL03,2024-05-25,2024-06-13,2024-06-16,6207,6207,15,1.95,1.97,12227.79
4019,PO0004019,SUP015,Fictional Supplier 15,MAT008,Ingredient 08,KG,PL02,2024-05-24,2024-06-13,2024-06-16,7486,7486,38,1.11,1.08,8084.88
4020,PO0004020,SUP017,Fictional Supplier 17,MAT020,Packaging 20,PCS,PL02,2024-05-27,2024-06-18,2024-06-16,6917,6917,4,2.55,2.61,18053.37
4021,PO0004021,SUP004,Fictional Supplier 04,MAT016,Packaging 16,PCS,PL01,2024-05-27,2024-06-15,2024-06-16,1137,1137,19,2.07,2.08,2364.96
4022,PO0004022,SUP009,Fictional Supplier 09,MAT007,Ingredient 07,KG,PL02,2024-06-02,2024-06-18,2024-06-16,3662,3662,75,0.99,1.0,3662.0
4023,PO0004023,SUP001,Fictional Supplier 01,MAT009,Ingredient 09,KG,PL01,2024-06-04,2024-06-13,2024-06-16,2149,2149,0,1.23,1.24,2664.76
4024,PO0004024,SUP007,Fictional Supplier 07,MAT008,Ingredient 08,KG,PL02,2024-05-27,2024-06-18,2024-06-16,5901,5901,103,1.11,1.15,6786.15
4025,PO0004025,SUP001,Fictional Supplier 01,MAT005,Ingredient 05,KG,PL03,2024-06-06,2024-06-13,2024-06-16,6679,6679,129,0.75,0.74,4942.46
4026,PO0004026,SUP024,Fictional Supplier 24,MAT017,Packaging 17,PCS,PL01,2024-05-31,2024-06-13,2024-06-16,2325,2325,48,2.19,2.25,5231.25
4027,PO0004027,SUP013,Fictional Supplier 13,MAT011,Packaging 11,PCS,PL02,2024-05-27,2024-06-15,2024-06-16,4165,4165,92,1.47,1.45,6039.25
4028,PO0004028,SUP007,Fictional Supplier 07,MAT012,Packaging 12,PCS,PL04,2024-06-01,2024-06-15,2024-06-16,3373,3373,2,1.59,1.56,5261.88
4029,PO0004029,SUP010,Fictional Supplier 10,MAT002,Ingredient 02,KG,PL03,2024-05-29,2024-06-14,2024-06-16,2194,2194,25,0.39,0.39,855.66
4030,PO0004030,SUP020,Fictional Supplier 20,MAT012,Packaging 12,PCS,PL04,2024-05-26,2024-06-18,2024-06-16,7311,7311,164,1.59,1.55,11332.05
4031,PO0004031,SUP023,Fictional Supplier 23,MAT007,Ingredient 07,KG,PL03,2024-06-05,2024-06-16,2024-06-16,2928,2928,36,0.99,0.99,2898.72
4032,PO0004032,SUP003,Fictional Supplier 03,MAT006,Ingredient 06,KG,PL01,2024-06-02,2024-06-17,2024-06-16,7546,7546,111,0.87,0.86,6489.56
4033,PO0004033,SUP017,Fictional Supplier 17,MAT002,Ingredient 02,KG,PL02,2024-05-29,2024-06-16,2024-06-17,2277,2277,27,0.39,0.39,888.03
4034,PO0004034,SUP002,Fictional Supplier 02,MAT003,Ingredient 03,KG,PL02,2024-06-01,2024-06-18,2024-06-17,7581,7581,31,0.51,0.52,3942.12
4035,PO0004035,SUP007,Fictional Supplier 07,MAT014,Packaging 14,PCS,PL03,2024-05-28,2024-06-15,2024-06-17,1206,1206,10,1.83,1.8,2170.8
4036,PO0004036,SUP019,Fictional Supplier 19,MAT006,Ingredient 06,KG,PL02,2024-06-02,2024-06-15,2024-06-17,7231,7231,80,0.87,0.89,6435.59
4037,PO0004037,SUP021,Fictional Supplier 21,MAT001,Ingredient 01,KG,PL02,2024-06-01,2024-06-19,2024-06-17,3394,3394,2,0.27,0.26,882.44
4038,PO0004038,SUP015,Fictional Supplier 15,MAT005,Ingredient 05,KG,PL03,2024-06-06,2024-06-16,2024-06-17,1364,1364,22,0.75,0.74,1009.36
4039,PO0004039,SUP024,Fictional Supplier 24,MAT006,Ingredient 06,KG,PL02,2024-05-30,2024-06-17,2024-06-17,1978,1978,2,0.87,0.88,1740.64
4040,PO0004040,SUP015,Fictional Supplier 15,MAT001,Ingredient 01,KG,PL01,2024-06-02,2024-06-17,2024-06-17,5002,5002,118,0.27,0.27,1350.54
4041,PO0004041,SUP006,Fictional Supplier 06,MAT007,Ingredient 07,KG,PL03,2024-06-01,2024-06-15,2024-06-17,4798,4798,39,0.99,0.98,4702.04
4042,PO0004042,SUP014,Fictional Supplier 14,MAT017,Packaging 17,PCS,PL04,2024-05-28,2024-06-17,2024-06-17,4865,4865,41,2.19,2.27,11043.55
4043,PO0004043,SUP024,Fictional Supplier 24,MAT006,Ingredient 06,KG,PL03,2024-05-26,2024-06-16,2024-06-17,3759,3759,3,0.87,0.85,3195.15
4044,PO0004044,SUP008,Fictional Supplier 08,MAT008,Ingredient 08,KG,PL03,2024-05-27,2024-06-14,2024-06-17,4779,4779,51,1.11,1.12,5352.48
4045,PO0004045,SUP007,Fictional Supplier 07,MAT019,Packaging 19,PCS,PL01,2024-06-08,2024-06-16,2024-06-17,1127,1127,4,2.43,2.45,2761.15
4046,PO0004046,SUP011,Fictional Supplier 11,MAT011,Packaging 11,PCS,PL01,2024-05-29,2024-06-19,2024-06-17,3625,3625,81,1.47,1.49,5401.25
4047,PO0004047,SUP024,Fictional Supplier 24,MAT020,Packaging 20,PCS,PL03,2024-06-03,2024-06-17,2024-06-17,673,673,2,2.55,2.52,1695.96
4048,PO0004048,SUP014,Fictional Supplier 14,MAT003,Ingredient 03,KG,PL01,2024-05-30,2024-06-19,2024-06-17,1552,1552,2,0.51,0.5,776.0
4049,PO0004049,SUP024,Fictional Supplier 24,MAT014,Packaging 14,PCS,PL04,2024-06-07,2024-06-17,2024-06-17,2547,2547,36,1.83,1.89,4813.83
4050,PO0004050,SUP002,Fictional Supplier 02,MAT017,Packaging 17,PCS,PL04,2024-06-03,2024-06-16,2024-06-17,5030,5030,82,2.19,2.15,10814.5
4051,PO0004051,SUP019,Fictional Supplier 19,MAT010,Ingredient 10,KG,PL03,2024-06-02,2024-06-17,2024-06-17,5555,5555,7,1.35,1.38,7665.9
4052,PO0004052,SUP003,Fictional Supplier 03,MAT005,Ingredient 05,KG,PL01,2024-06-04,2024-06-17,2024-06-17,7993,7993,118,0.75,0.74,5914.82
4053,PO0004053,SUP012,Fictional Supplier 12,MAT001,Ingredient 01,KG,PL04,2024-06-07,2024-06-18,2024-06-17,3199,3199,32,0.27,0.27,863.73
4054,PO0004054,SUP009,Fictional Supplier 09,MAT003,Ingredient 03,KG,PL04,2024-06-10,2024-06-18,2024-06-17,4963,4963,15,0.51,0.52,2580.76
4055,PO0004055,SUP002,Fictional Supplier 02,MAT019,Packaging 19,PCS,PL03,2024-06-05,2024-06-18,2024-06-17,6079,6079,94,2.43,2.36,14346.44
4056,PO0004056,SUP011,Fictional Supplier 11,MAT007,Ingredient 07,KG,PL02,2024-05-26,2024-06-16,2024-06-17,3085,3085,44,0.99,0.99,3054.15
4057,PO0004057,SUP023,Fictional Supplier 23,MAT020,Packaging 20,PCS,PL01,2024-06-08,2024-06-17,2024-06-18,3961,3961,42,2.55,2.56,10140.16
4058,PO0004058,SUP024,Fictional Supplier 24,MAT002,Ingredient 02,KG,PL02,2024-06-03,2024-06-20,2024-06-18,5799,5799,44,0.39,0.38,2203.62
4059,PO0004059,SUP015,Fictional Supplier 15,MAT015,Packaging 15,PCS,PL01,2024-06-03,2024-06-19,2024-06-18,1028,1028,19,1.95,2.0,2056.0
4060,PO0004060,SUP014,Fictional Supplier 14,MAT010,Ingredient 10,KG,PL03,2024-05-27,2024-06-17,2024-06-18,1965,1965,6,1.35,1.33,2613.45
4061,PO0004061,SUP012,Fictional Supplier 12,MAT013,Packaging 13,PCS,PL01,2024-06-03,2024-06-18,2024-06-18,3661,3661,6,1.71,1.77,6479.97
4062,PO0004062,SUP004,Fictional Supplier 04,MAT012,Packaging 12,PCS,PL03,2024-06-09,2024-06-16,2024-06-18,3452,3452,8,1.59,1.62,5592.24
4063,PO0004063,SUP013,Fictional Supplier 13,MAT017,Packaging 17,PCS,PL04,2024-06-07,2024-06-19,2024-06-18,3190,3190,3,2.19,2.17,6922.3
4064,PO0004064,SUP008,Fictional Supplier 08,MAT003,Ingredient 03,KG,PL02,2024-06-01,2024-06-18,2024-06-18,2363,2363,56,0.51,0.5,1181.5
4065,PO0004065,SUP009,Fictional Supplier 09,MAT007,Ingredient 07,KG,PL03,2024-05-30,2024-06-17,2024-06-18,7287,7287,71,0.99,0.99,7214.13
4066,PO0004066,SUP005,Fictional Supplier 05,MAT007,Ingredient 07,KG,PL04,2024-06-04,2024-06-20,2024-06-18,3795,3795,49,0.99,1.02,3870.9
4067,PO0004067,SUP023,Fictional Supplier 23,MAT001,Ingredient 01,KG,PL03,2024-06-04,2024-06-15,2024-06-18,1600,1600,3,0.27,0.27,432.0
4068,PO0004068,SUP018,Fictional Supplier 18,MAT020,Packaging 20,PCS,PL02,2024-05-29,2024-06-16,2024-06-18,6124,6124,132,2.55,2.61,15983.64
4069,PO0004069,SUP011,Fictional Supplier 11,MAT017,Packaging 17,PCS,PL01,2024-05-28,2024-06-16,2024-06-18,3099,3099,4,2.19,2.21,6848.79
4070,PO0004070,SUP011,Fictional Supplier 11,MAT011,Packaging 11,PCS,PL01,2024-05-28,2024-06-15,2024-06-18,2920,2920,53,1.47,1.52,4438.4
4071,PO0004071,SUP017,Fictional Supplier 17,MAT010,Ingredient 10,KG,PL03,2024-06-03,2024-06-16,2024-06-18,5871,5871,4,1.35,1.38,8101.98
4072,PO0004072,SUP021,Fictional Supplier 21,MAT005,Ingredient 05,KG,PL03,2024-06-08,2024-06-15,2024-06-18,919,919,14,0.75,0.77,707.63
4073,PO0004073,SUP002,Fictional Supplier 02,MAT014,Packaging 14,PCS,PL02,2024-05-30,2024-06-16,2024-06-18,1967,1967,41,1.83,1.86,3658.62
4074,PO0004074,SUP006,Fictional Supplier 06,MAT014,Packaging 14,PCS,PL03,2024-06-11,2024-06-19,2024-06-18,2761,2761,9,1.83,1.86,5135.46
4075,PO0004075,SUP019,Fictional Supplier 19,MAT002,Ingredient 02,KG,PL02,2024-05-29,2024-06-17,2024-06-18,7675,7675,67,0.39,0.39,2993.25
4076,PO0004076,SUP014,Fictional Supplier 14,MAT020,Packaging 20,PCS,PL02,2024-06-04,2024-06-15,2024-06-18,2996,2996,55,2.55,2.54,7609.84
4077,PO0004077,SUP006,Fictional Supplier 06,MAT012,Packaging 12,PCS,PL02,2024-06-06,2024-06-15,2024-06-18,3264,3264,63,1.59,1.65,5385.6
4078,PO0004078,SUP002,Fictional Supplier 02,MAT003,Ingredient 03,KG,PL01,2024-05-28,2024-06-20,2024-06-18,782,782,7,0.51,0.51,398.82
4079,PO0004079,SUP024,Fictional Supplier 24,MAT020,Packaging 20,PCS,PL04,2024-06-02,2024-06-20,2024-06-18,705,705,7,2.55,2.56,1804.8
4080,PO0004080,SUP003,Fictional Supplier 03,MAT009,Ingredient 09,KG,PL04,2024-05-25,2024-06-15,2024-06-18,6336,6336,144,1.23,1.23,7793.28
4081,PO0004081,SUP003,Fictional Supplier 03,MAT006,Ingredient 06,KG,PL02,2024-05-30,2024-06-19,2024-06-19,3914,3914,4,0.87,0.87,3405.18
4082,PO0004082,SUP009,Fictional Supplier 09,MAT002,Ingredient 02,KG,PL04,2024-05-27,2024-06-16,2024-06-19,4533,4533,13,0.39,0.4,1813.2
4083,PO0004083,SUP011,Fictional Supplier 11,MAT016,Packaging 16,PCS,PL03,2024-06-02,2024-06-18,2024-06-19,2999,2999,67,2.07,2.15,6447.85
4084,PO0004084,SUP022,Fictional Supplier 22,MAT012,Packaging 12,PCS,PL03,2024-06-10,2024-06-18,2024-06-19,3995,3995,50,1.59,1.61,6431.95
4085,PO0004085,SUP003,Fictional Supplier 03,MAT013,Packaging 13,PCS,PL04,2024-06-06,2024-06-19,2024-06-19,5413,5413,44,1.71,1.66,8985.58
4086,PO0004086,SUP018,Fictional Supplier 18,MAT017,Packaging 17,PCS,PL04,2024-06-09,2024-06-18,2024-06-19,2395,2395,22,2.19,2.17,5197.15
4087,PO0004087,SUP001,Fictional Supplier 01,MAT018,Packaging 18,PCS,PL03,2024-06-06,2024-06-17,2024-06-19,7067,7067,120,2.31,2.33,16466.11
4088,PO0004088,SUP014,Fictional Supplier 14,MAT017,Packaging 17,PCS,PL01,2024-06-07,2024-06-16,2024-06-19,1693,1693,30,2.19,2.24,3792.32
4089,PO0004089,SUP008,Fictional Supplier 08,MAT009,Ingredient 09,KG,PL01,2024-06-04,2024-06-16,2024-06-19,818,818,2,1.23,1.26,1030.68
4090,PO0004090,SUP003,Fictional Supplier 03,MAT014,Packaging 14,PCS,PL01,2024-06-09,2024-06-16,2024-06-19,4046,4046,27,1.83,1.9,7687.4
4091,PO0004091,SUP007,Fictional Supplier 07,MAT011,Packaging 11,PCS,PL01,2024-06-08,2024-06-20,2024-06-19,3726,3726,90,1.47,1.52,5663.52
4092,PO0004092,SUP015,Fictional Supplier 15,MAT019,Packaging 19,PCS,PL04,2024-06-04,2024-06-20,2024-06-19,5087,5087,37,2.43,2.39,12157.93
4093,PO0004093,SUP011,Fictional Supplier 11,MAT013,Packaging 13,PCS,PL02,2024-06-09,2024-06-20,2024-06-19,5987,5987,6,1.71,1.77,10596.99
4094,PO0004094,SUP019,Fictional Supplier 19,MAT013,Packaging 13,PCS,PL03,2024-06-01,2024-06-18,2024-06-19,3855,3855,84,1.71,1.67,6437.85
4095,PO0004095,SUP005,Fictional Supplier 05,MAT011,Packaging 11,PCS,PL03,2024-06-06,2024-06-18,2024-06-19,5323,5323,16,1.47,1.45,7718.35
4096,PO0004096,SUP020,Fictional Supplier 20,MAT020,Packaging 20,PCS,PL03,2024-06-10,2024-06-17,2024-06-19,2861,2861,13,2.55,2.48,7095.28
4097,PO0004097,SUP002,Fictional Supplier 02,MAT015,Packaging 15,PCS,PL01,2024-06-05,2024-06-21,2024-06-19,1275,1275,27,1.95,2.01,2562.75
4098,PO0004098,SUP024,Fictional Supplier 24,MAT004,Ingredient 04,KG,PL04,2024-06-01,2024-06-19,2024-06-19,3621,3621,47,0.63,0.65,2353.65
4099,PO0004099,SUP012,Fictional Supplier 12,MAT015,Packaging 15,PCS,PL02,2024-05-28,2024-06-17,2024-06-19,5242,5242,39,1.95,1.91,10012.22
4100,PO0004100,SUP017,Fictional Supplier 17,MAT008,Ingredient 08,KG,PL01,2024-05-29,2024-06-16,2024-06-19,6548,6548,77,1.11,1.11,7268.28
4101,PO0004101,SUP020,Fictional Supplier 20,MAT012,Packaging 12,PCS,PL04,2024-06-08,2024-06-16,2024-06-19,2037,2037,11,1.59,1.6,3259.2
4102,PO0004102,SUP024,Fictional Supplier 24,MAT013,Packaging 13,PCS,PL04,2024-06-07,2024-06-20,2024-06-19,2544,2544,45,1.71,1.71,4350.24
4103,PO0004103,SUP003,Fictional Supplier 03,MAT012,Packaging 12,PCS,PL01,2024-06-08,2024-06-16,2024-06-19,4077,4077,101,1.59,1.57,6400.89
4104,PO0004104,SUP005,Fictional Supplier 05,MAT013,Packaging 13,PCS,PL02,2024-05-29,2024-06-19,2024-06-19,3063,3063,38,1.71,1.77,5421.51
4105,PO0004105,SUP016,Fictional Supplier 16,MAT004,Ingredient 04,KG,PL02,2024-05-27,2024-06-17,2024-06-20,3278,3278,29,0.63,0.63,2065.14
4106,PO0004106,SUP004,Fictional Supplier 04,MAT019,Packaging 19,PCS,PL01,2024-06-10,2024-06-22,2024-06-20,1053,1053,15,2.43,2.46,2590.38
4107,PO0004107,SUP002,Fictional Supplier 02,MAT005,Ingredient 05,KG,PL02,2024-06-07,2024-06-19,2024-06-20,1335,1335,6,0.75,0.76,1014.6
4108,PO0004108,SUP015,Fictional Supplier 15,MAT002,Ingredient 02,KG,PL01,2024-06-07,2024-06-17,2024-06-20,4573,4573,0,0.39,0.4,1829.2
4109,PO0004109,SUP007,Fictional Supplier 07,MAT015,Packaging 15,PCS,PL01,2024-06-04,2024-06-21,2024-06-20,1143,1143,0,1.95,1.96,2240.28
4110,PO0004110,SUP014,Fictional Supplier 14,MAT020,Packaging 20,PCS,PL03,2024-05-31,2024-06-22,2024-06-20,7448,7448,142,2.55,2.58,19215.84
4111,PO0004111,SUP023,Fictional Supplier 23,MAT020,Packaging 20,PCS,PL03,2024-05-31,2024-06-17,2024-06-20,6024,6024,19,2.55,2.48,14939.52
4112,PO0004112,SUP024,Fictional Supplier 24,MAT010,Ingredient 10,KG,PL01,2024-06-11,2024-06-19,2024-06-20,4988,4988,32,1.35,1.36,6783.68
4113,PO0004113,SUP004,Fictional Supplier 04,MAT014,Packaging 14,PCS,PL02,2024-06-03,2024-06-18,2024-06-20,6625,6625,63,1.83,1.82,12057.5
4114,PO0004114,SUP001,Fictional Supplier 01,MAT004,Ingredient 04,KG,PL01,2024-05-31,2024-06-17,2024-06-20,2907,2907,51,0.63,0.65,1889.55
4115,PO0004115,SUP002,Fictional Supplier 02,MAT003,Ingredient 03,KG,PL04,2024-06-09,2024-06-18,2024-06-20,6495,6495,31,0.51,0.52,3377.4
4116,PO0004116,SUP012,Fictional Supplier 12,MAT007,Ingredient 07,KG,PL02,2024-05-30,2024-06-20,2024-06-20,790,790,4,0.99,1.0,790.0
4117,PO0004117,SUP011,Fictional Supplier 11,MAT009,Ingredient 09,KG,PL04,2024-06-05,2024-06-18,2024-06-20,1370,1370,5,1.23,1.23,1685.1
4118,PO0004118,SUP001,Fictional Supplier 01,MAT019,Packaging 19,PCS,PL02,2024-06-09,2024-06-17,2024-06-20,3376,3376,79,2.43,2.5,8440.0
